,Unnamed: 0,Unnamed: 0.1,report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,lat,lng
131,131,131,171351,2017-02-10 10:35:00,242,8200, ,MIRA MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.9127199,-117.14680590000002
132,132,132,171342,2017-02-10 11:17:00,712,500,E,SAN YSIDRO,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.5494989,-117.036002
133,133,133,171197,2017-02-10 11:28:00,313,5000, ,MURPHY CANYON,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.8291519,-117.120233
134,134,134,171304,2017-02-10 12:26:00,122,4800, ,BAYARD,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.8016205,-117.2550899
135,135,135,171217,2017-02-10 13:00:00,813,3000, ,MADISON,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.7610456,-117.1301838
136,136,136,171205,2017-02-10 14:15:00,627,300, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.748250899999995,-117.1627537
137,137,137,171267,2017-02-10 15:55:00,122,1000, ,LORING,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.805774,-117.2544052
138,138,138,171430,2017-02-10 16:50:00,627,3600, ,01ST,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.715738,-117.1610838
139,139,139,171250,2017-02-10 17:45:00,622,800, ,MORENA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7640001,-117.1980332
140,140,140,171305,2017-02-10 18:24:00,122,4000, ,INGRAHAM,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.792368,-117.2386212
141,141,141,171200,2017-02-10 23:54:00,521,200, ,17TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.707333,-117.1488176
142,142,142,171210,2017-02-11 00:01:00,614,4600, ,GREENE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7487072,-117.238357
143,143,143,171274,2017-02-11 01:27:00,522,600, ,FRONT,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.7118074,-117.1651229
144,144,144,171227,2017-02-11 01:30:00,524,700, ,08TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.715738,-117.1610838
145,145,145,171295,2017-02-11 01:38:00,521,1600, ,F,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.7136686,-117.1494757
146,146,146,171254,2017-02-11 02:00:00,826,4300, ,54TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.75488130000001,-117.0794553
147,147,147,171168,2017-02-11 02:11:00,313,7100, ,CLAIREMONT MESA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.8327214,-117.1638368
148,148,148,171196,2017-02-11 03:01:00,321,10100, ,FRIARS,ROAD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,,32.790475,-117.1050483
149,149,149,171282,2017-02-11 03:44:00,115,5700, ,HONORS,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.8453989,-117.2231174
150,150,150,171232,2017-02-11 04:33:00,524,1000, ,B,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,,32.7178212,-117.1556322
151,151,151,171571,2017-02-11 04:39:00,725,1200, ,INNOVATIVE,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.5742862,-117.0012267
152,152,152,171251,2017-02-11 05:52:00,722,2000, ,ILEX,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.5702408,-117.0908197
153,153,153,171479,2017-02-11 09:20:00,122,2200, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.8014183,-117.2296274
154,154,154,171249,2017-02-11 10:46:00,612,2900, ,EVERGREEN,STREET, , , ,21800B,VC,UNCONTROLLED INTERSECTIONYIELD TO VEHICLE ON RIGHT,3,0,,32.7442935,-117.2155005
155,155,155,171221,2017-02-11 13:20:00,442,1300,S,43RD,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.693193300000004,-117.1024527
156,156,156,171398,2017-02-11 13:45:00,233,9900, ,CARMEL MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.960481800000004,-117.1144244
157,157,157,171401,2017-02-11 15:20:00,725,700, ,DENNERY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.580833500000004,-117.033751
158,158,158,171244,2017-02-11 15:27:00,242,6900, ,MIRA MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.9076575,-117.17119879999998
159,159,159,171246,2017-02-11 15:45:00,111,7600, ,LINDA VISTA,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,,32.800933,-117.1581875
160,160,160,171206,2017-02-11 16:50:00,233,11200, ,CARMEL MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.9790593,-117.088898
161,161,161,171242,2017-02-11 17:32:00,234,13600, ,BERNARDO CENTER,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,2,0,,33.0036711,-117.0979614
162,162,162,171245,2017-02-11 19:11:00,235,16200, ,SAN PASQUAL VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,3,0,,33.0858283,-116.9892293
163,163,163,171207,2017-02-11 20:10:00,234,15800, ,CAM DEL NORTE, , , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,33.0046055,-117.0920443
164,164,164,171214,2017-02-11 21:17:00,841,0, ,COLLEGE,AVENUE, ,UNIVERSITY,AVENUE,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.765930600000004,-117.0669136
165,165,165,171201,2017-02-11 21:39:00,242,7000, ,SCHILLING,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.9100094,-117.1693895
166,166,166,171277,2017-02-11 22:00:00,621,6900, ,LINDA VISTA,ROAD, , , ,21750,VC,OVERTAKE AND PASS TO LEFT,0,0,MISDEMEANOR,32.7835407,-117.1717605
167,167,167,171225,2017-02-11 22:04:00,627,3900, ,01ST,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.715738,-117.1610838
168,168,168,172040,2017-02-12 00:01:00,624,4100, ,VERMONT,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7522204,-117.1534565
169,169,169,171577,2017-02-12 00:01:00,122,4300, ,NOYES,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.798893,-117.230797
170,170,170,171312,2017-02-12 01:30:00,813,2300, ,29TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7296731,-117.1319218
171,171,171,171309,2017-02-12 01:48:00,445,4900, ,MARKET,STREET, , , ,23109(A),VC,ENGAGE IN A MOTOR VEHICLE SPEED CONTEST,1,0,,32.7103927,-117.08925359999998
172,172,172,171320,2017-02-12 01:55:00,524,500, ,A,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7188394,-117.16016940000002
173,173,173,171213,2017-02-12 02:00:00,834,3700, ,MARLBOROUGH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7459429,-117.1057494
174,174,174,171294,2017-02-12 05:52:00,722,1600, ,SATURN,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.566371000000004,-117.0927771
175,175,175,171381,2017-02-12 06:15:00,511,3500, ,MAIN,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.6877866,-117.1186962
176,176,176,171243,2017-02-12 06:30:00,936,14200, ,CARMEL VALLEY,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.976921399999995,-117.1453721
177,177,177,171230,2017-02-12 07:10:00,811,3300, ,MONROE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7591427,-117.1232082
178,178,178,171308,2017-02-12 09:37:00,122,1600, ,GARNET,AVENUE, , , ,21453B,VC,AFTER STOPPING YIELD TO PEDESTRIANS,1,0,,32.7998425,-117.2407445
179,179,179,171459,2017-02-12 10:30:00,311,3600, ,MURPHY CANYON,ROAD, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,2,0,,32.807694,-117.116291
180,180,180,171238,2017-02-12 10:45:00,529,2100, ,BRANT,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,32.7271935,-117.1666508
181,181,181,171307,2017-02-12 10:50:00,122,3700, ,CORONA ORIENTE,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.7890784,-117.2336748
182,182,182,171231,2017-02-12 12:00:00,811,4500, ,36TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7590259,-117.1152117
183,183,183,171292,2017-02-12 12:21:00,122,1500, ,GARNET,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.7996027,-117.24275790000002
184,184,184,171279,2017-02-12 13:30:00,937,0, ,ZASLAVSKY PLACE, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,33.0191297,-117.1231567
185,185,185,171234,2017-02-12 14:12:00,712,100, ,COTTONWOOD,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.5537953,-117.0480025
186,186,186,171303,2017-02-12 17:00:00,242,9300, ,GALVIN,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.9205708,-117.12500159999998
187,187,187,171652,2017-02-12 17:00:00,834,3800, ,FAIRMOUNT,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.747905100000004,-117.1009287
188,188,188,172048,2017-02-12 17:20:00,622,1300, ,MORENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.7718928,-117.2023604
189,189,189,171283,2017-02-12 17:40:00,121,3100, ,MISSION,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7702375,-117.2510005
190,190,190,171454,2017-02-12 18:16:00,627,3800, ,05TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.747174,-117.160726
191,191,191,171226,2017-02-12 20:54:00,512,2900, ,COMMERCIAL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7052951,-117.1320575
192,192,192,171224,2017-02-12 22:07:00,431,5600, ,BETHUNE,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7212572,-117.0756743
193,193,193,171313,2017-02-12 23:55:00,452,400, ,65TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.714356800000004,-117.0583993
194,194,194,171268,2017-02-13 00:01:00,124,7500, ,GIRARD,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8405665,-117.2728514
195,195,195,172044,2017-02-13 00:01:00,611,3100, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7519338,-117.2053239
196,196,196,171638,2017-02-13 00:30:00,528,1400, ,KETTNER,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7199193,-117.1691895
197,197,197,171299,2017-02-13 00:30:00,321,5600, ,FAIRMOUNT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7780285,-117.1008091
198,198,198,171239,2017-02-13 01:28:00,115,4200, ,LA JOLLA VILLAGE,DRIVE, , , ,21955,VC,CROSSING BETWEEN CONTROLLED INTERSECTIONS,3,0,,32.8725464,-117.2159329
199,199,199,171554,2017-02-13 01:46:00,614,4900, ,NIMITZ,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,,32.7541086,-117.2373132
200,200,200,171389,2017-02-13 06:48:00,113,3500, ,JEMEZ,DRIVE, , , ,21650,VC,FAILURE TO DRIVE ON RIGHT SIDE OF ROADWAY,1,0,MISDEMEANOR,32.8272193,-117.2112557
201,201,201,172979,2017-02-13 07:15:00,824,4300, ,HIGHLAND,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.7551168,-117.0992071
202,202,202,171291,2017-02-13 07:30:00,124,6500, ,SOLEDAD MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.8344849,-117.2468402
203,203,203,171336,2017-02-13 07:40:00,936,14000, ,CARMEL VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.9708875,-117.1572823
204,204,204,171354,2017-02-13 08:05:00,826,5100, ,ORANGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,3,0,,32.7530449,-117.0847133
205,205,205,171275,2017-02-13 08:41:00,521,1700, ,B,STREET, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,32.717842,-117.1484263
206,206,206,171335,2017-02-13 09:02:00,935,14400, ,SAN DIEGUITO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.979153600000004,-117.206793
207,207,207,171298,2017-02-13 10:00:00,612,2900, ,ROSECRANS,STREET, , , ,21750,VC,OVERTAKE AND PASS TO LEFT,1,0,,32.743087,-117.2135539
208,208,208,171290,2017-02-13 10:07:00,126,10000, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.88674080000001,-117.2259166
209,209,209,171276,2017-02-13 10:30:00,438,2200, ,RANCHO,DRIVE, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,32.678688,-117.066147
210,210,210,171353,2017-02-13 10:55:00,712,200,W,SAN YSIDRO,BOULEVARD, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.553788899999994,-117.0480025
211,211,211,171300,2017-02-13 11:07:00,813,3100, ,EL CAJON,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.7554086,-117.127708
212,212,212,171293,2017-02-13 12:11:00,713,8400, ,OTAY MESA,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.5678262,-116.96222140000002
213,213,213,171419,2017-02-13 12:55:00,931,6700, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.90744160000001,-117.1745219
214,214,214,171473,2017-02-13 14:08:00,624,1500, ,WASHINGTON,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.7522229,-117.1493155
215,215,215,171327,2017-02-13 14:35:00,451,3200, ,54TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.7397099,-117.0799403
216,216,216,171302,2017-02-13 15:38:00,243,7000, ,MIRAMAR,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.8787935,-117.1649133
217,217,217,171284,2017-02-13 16:06:00,242,10800, ,BLACK MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,32.917241,-117.1248799
218,218,218,171296,2017-02-13 16:37:00,432,5400, ,OLVERA,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.698766600000006,-117.079733
219,219,219,171337,2017-02-13 16:58:00,935,2200, ,VIA DE LA VALLE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.9794701,-117.2559259
220,220,220,172512,2017-02-13 22:00:00,451,2900, ,CHOLLAS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7356212,-117.0870776
221,221,221,171330,2017-02-13 23:55:00,813,3200, ,UNIVERSITY,AVENUE, , , ,23152A,VC,DUI ALCOHOL,0,0,,32.748638,-117.1249733
222,222,222,171322,2017-02-14 00:01:00,315,2600, ,CAM DEL RIO, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7730614,-117.1361264
223,223,223,171297,2017-02-14 01:20:00,433,1200, ,BITTNER,STREET, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,1,0,,32.715738,-117.1610838
224,224,224,171329,2017-02-14 01:20:00,433,1200, ,BITTNER,STREET, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,1,0,,32.715738,-117.1610838
225,225,225,171332,2017-02-14 06:15:00,526,1400, ,04TH,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.7548564,-117.16167659999998
226,226,226,172041,2017-02-14 08:15:00,111,0, ,BALTIC,STREET, ,LINDA VISTA,ROAD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.8057382,-117.1590844
227,227,227,171287,2017-02-14 10:20:00,233,13300, ,RANCHO PENASQUITOS,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.958235800000004,-117.1133283
228,228,228,171270,2017-02-14 11:00:00,115,9600, ,CAMPUS POINT,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8850891,-117.2214543
229,229,229,172052,2017-02-14 11:00:00,242,10700, ,WESTVIEW,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9150435,-117.1205904
230,230,230,171286,2017-02-14 12:24:00,234,11100, ,CAMINO DEL NORTE, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.9904489,-117.07127690000002
231,231,231,171457,2017-02-14 13:29:00,114,4000, ,CLAIREMONT MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.8286641,-117.2021894
232,232,232,172450,2017-02-14 13:34:00,835,4300, ,HOME,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.7260614,-117.1029693
233,233,233,172162,2017-02-14 13:34:00,835,4300, ,HOME,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.7260614,-117.1029693
234,234,234,171341,2017-02-14 13:35:00,713,900, ,HERITAGE,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.5789537,-116.9975564
235,235,235,171328,2017-02-14 14:48:00,437,6600, ,PARADISE VALLEY,ROAD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,4,0,,32.68847150000001,-117.0535381
236,236,236,171333,2017-02-14 15:12:00,521,900, ,F,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.7140545,-117.1558408
237,237,237,171288,2017-02-14 15:27:00,234,16400, ,BERNARDO HEIGHTS,PARKWAY, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,,33.0150998,-117.0765253
238,238,238,171385,2017-02-14 17:00:00,813,3100, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.7554086,-117.127708
239,239,239,171326,2017-02-14 17:17:00,516,3400, ,MARKET,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,MISDEMEANOR,32.711640100000004,-117.1182021
240,240,240,171362,2017-02-14 17:29:00,524,1100, ,01ST,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.715738,-117.1610838
241,241,241,171331,2017-02-14 17:30:00,531,0, ,PARK,BOULEVARD, ,ZOO,PLACE,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.73307,-117.1460828
242,242,242,171260,2017-02-14 18:00:00,122,4300, ,MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7997637,-117.212887
243,243,243,171266,2017-02-14 18:15:00,618,4300, ,ALGE CIRAS,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7212967,-117.2535142
244,244,244,171264,2017-02-14 18:40:00,243,9400, ,CABOT,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.892336900000004,-117.1447423
245,245,245,171346,2017-02-14 18:45:00,813,3400, ,30TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.741129,-117.1301346
246,246,246,171334,2017-02-14 18:48:00,712,2300, ,SMYTHE,AVENUE, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.5564951,-117.0494303
247,247,247,171395,2017-02-14 20:30:00,112,4300, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8213478,-117.1830275
248,248,248,172045,2017-02-14 21:00:00,622,1300, ,GOSHEN,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7691359,-117.187834
249,249,249,171265,2017-02-14 23:00:00,242,8600, ,COVINA,CIRCLE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.904331400000004,-117.1369221
250,250,250,171318,2017-02-14 23:14:00,528,500,W,GRAPE,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.726155,-117.16024070000002
251,251,251,171317,2017-02-14 23:20:00,452,400, ,63RD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7089863,-117.0623466
252,252,252,171269,2017-02-14 23:59:00,122,2200, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8024058,-117.229851
253,253,253,171456,2017-02-15 03:35:00,528,2100, ,COLUMBIA,STREET, , , ,21456B,VC,PEDESTRIAN TRAFFIC 'WAIT' SIGN,1,0,,32.7266776,-117.1687926
254,254,254,171321,2017-02-15 05:20:00,512,1900, ,OCEAN VIEW,BOULEVARD, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,0,0,,32.7053468,-117.1402002
255,255,255,171358,2017-02-15 07:29:00,123,0, ,CLAIREMONT,DRIVE, ,EAST MISSION BAY,DRIVE,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,32.8117985,-117.2009211
256,256,256,171427,2017-02-15 07:45:00,232,11600, ,CARMEL MTN,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,,32.9790615,-117.0819
257,257,257,171339,2017-02-15 08:00:00,931,5100, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,4,0,,32.8759897,-117.1946165
258,258,258,171531,2017-02-15 08:02:00,521,1400, ,BROADWAY, , , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.7159732,-117.151728
259,259,259,171461,2017-02-15 08:23:00,621,6500, ,LINDA VISTA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,3,0,,32.7722037,-117.177525
260,260,260,171364,2017-02-15 10:02:00,234,12100, ,ROYAL LYTHAM RW,ROW, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,33.0007383,-117.07143290000002
261,261,261,171559,2017-02-15 11:29:00,541,100, ,13TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.705238300000005,-117.1526706
