,Unnamed: 0,Unnamed: 0.1,report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,lat,lng
435,435,435,171727,2017-02-21 16:45:00,627,3700, ,06TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.715738,-117.1610838
436,436,436,171556,2017-02-21 17:09:00,611,4000, ,SPORTS ARENA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.755826899999995,-117.2205323
437,437,437,171504,2017-02-21 17:10:00,321,6500, ,MISSION GORGE,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.7908786,-117.097697
438,438,438,172161,2017-02-21 17:45:00,722,1900, ,ILEX,AVENUE, , , ,21956,VC,PEDESTRIAN ON ROADWAY,1,0,,32.5700404,-117.0927525
439,439,439,171502,2017-02-21 17:46:00,821,6200, ,EL CAJON,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.7634434,-117.0643044
440,440,440,172230,2017-02-21 18:08:00,113,4500, ,JUTLAND,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8267463,-117.222261
441,441,441,171534,2017-02-21 18:49:00,322,7400, ,MISSION GORGE,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.807565999999994,-117.078448
442,442,442,171518,2017-02-21 19:55:00,441,4200, ,LOGAN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.697073100000004,-117.1032283
443,443,443,171501,2017-02-21 22:30:00,441,4300, ,KEELER,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.6939731,-117.1023817
444,444,444,171500,2017-02-21 22:30:00,437,7700, ,PARADISE VALLEY,ROAD, , , ,21800A,VC,UNCONTROLLED INTERSECTIONYIELD TO FIRST VEHICLE WITHIN,1,0,,32.69577,-117.0293885
445,445,445,172550,2017-02-21 22:49:00,446,1300,S,47TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.718658500000004,-117.0935586
446,446,446,171511,2017-02-22 00:01:00,114,5500, ,CLAIREMONT MESA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.834300899999995,-117.1738308
447,447,447,171538,2017-02-22 02:00:00,246,10100, ,SCRIPPS POWAY,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,32.936475800000004,-117.110556
448,448,448,171529,2017-02-22 07:54:00,246,11600, ,SCRIPPS POWAY,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,,32.9345653,-117.0729329
449,449,449,171437,2017-02-22 08:30:00,524,600, ,BROADWAY, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.71571309999999,-117.1592957
450,450,450,171483,2017-02-22 08:40:00,115,9900, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8863326,-117.2265948
451,451,451,171548,2017-02-22 10:05:00,611,3700, ,ROSECRANS,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.7517781,-117.2044046
452,452,452,172657,2017-02-22 10:46:00,834,3700, ,FAIRMOUNT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7470313,-117.1009399
453,453,453,171689,2017-02-22 10:47:00,326,5300, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7715726,-117.0816615
454,454,454,171553,2017-02-22 12:04:00,445,4400, ,G,STREET, , , ,21755,VC,PASS ON THE RIGHT SAFELY,0,0,,32.71326820000001,-117.1243243
455,455,455,171513,2017-02-22 13:00:00,713,1500, ,HERITAGE,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.571834,-116.9967724
456,456,456,171533,2017-02-22 13:02:00,451,6500, ,COLLEGE GROVE,DRIVE, , , ,21453B,VC,AFTER STOPPING YIELD TO PEDESTRIANS,1,0,,32.740875800000005,-117.057169
457,457,457,171620,2017-02-22 16:00:00,243,8200, ,MIRAMAR,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,,32.8897702,-117.1428157
458,458,458,171532,2017-02-22 17:59:00,446,200,S,WILLIE JAMES JONES,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7049854,-117.0885882
459,459,459,171642,2017-02-22 20:45:00,623,7000, ,FRIARS,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.7693892,-117.1701881
460,460,460,171784,2017-02-22 21:00:00,124,1000, ,NEWKIRK,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,32.8250151,-117.2682241
461,461,461,171566,2017-02-22 22:08:00,313,7900, ,ARMOUR,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.8200022,-117.1530939
462,462,462,171572,2017-02-22 22:18:00,723,3700, ,AREY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.57905040000001,-117.0559454
463,463,463,171509,2017-02-22 22:44:00,124,2400, ,LA JOLLA,PARKWAY, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,32.8485342,-117.2478864
464,464,464,171586,2017-02-22 23:13:00,835,4200, ,POPLAR,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7351003,-117.10492820000002
465,465,465,171525,2017-02-23 00:01:00,931,9600, ,SCRANTON,ROAD, , , ,23152A,VC,DUI ALCOHOL,0,0,,32.8952103,-117.2027791
466,466,466,171551,2017-02-23 03:45:00,524,900, ,11TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,32.7147076,-117.1546985
467,467,467,171598,2017-02-23 08:35:00,446,1100,S,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,32.7174226,-117.0850275
468,468,468,171794,2017-02-23 08:57:00,326,4500, ,MONTEZUMA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7718518,-117.0945594
469,469,469,171552,2017-02-23 09:19:00,611,3800, ,PACIFIC,HIGHWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7425195,-117.1892997
470,470,470,171683,2017-02-23 10:20:00,315,1400, ,CAM DEL RIO, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7669318,-117.1519159
471,471,471,171560,2017-02-23 10:30:00,246,11700, ,CYPRESS CANYON,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.9275489,-117.07105990000002
472,472,472,171734,2017-02-23 10:44:00,825,4700, ,MARLBOROUGH,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7633187,-117.1063899
473,473,473,171916,2017-02-23 11:00:00,935,2600, ,VIA DE LA VALLE, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9813347,-117.251904
474,474,474,171864,2017-02-23 11:25:00,511,3300, ,HARBOR,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7291978,-117.19330759999998
475,475,475,171545,2017-02-23 11:40:00,524,0, ,10TH, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.714702,-117.155603
476,476,476,171812,2017-02-23 12:21:00,242,10800, ,WESTVIEW,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9171277,-117.1206294
477,477,477,171799,2017-02-23 13:08:00,812,2500, ,32ND,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.7319042,-117.1251784
478,478,478,171565,2017-02-23 14:08:00,937,14600, ,CAM DEL SUR, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.9944342,-117.1578443
479,479,479,171540,2017-02-23 15:34:00,515,300, ,DODSON,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,MISDEMEANOR,32.7084973,-117.1311393
480,480,480,171670,2017-02-23 15:49:00,529,200,W,LAUREL,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.7313852,-117.1630256
481,481,481,171507,2017-02-23 16:30:00,615,1200, ,ROSECRANS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7225735,-117.2309505
482,482,482,171599,2017-02-23 17:14:00,713,8600, ,AIRWAY,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.560499199999995,-116.9584171
483,483,483,171543,2017-02-23 17:17:00,243,8500, ,MIRAMAR,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.8916012,-117.139659
484,484,484,171601,2017-02-23 17:29:00,623,1300, ,FASHION VALLEY,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.7682419,-117.1714658
485,485,485,171550,2017-02-23 17:30:00,529,400,W,LAUREL,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.7313886,-117.16121499999998
486,486,486,171580,2017-02-23 18:30:00,122,1900, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8010031,-117.2353178
487,487,487,171523,2017-02-23 18:44:00,122,1400, ,LORING,STREET, , , ,22100A,VC,RIGHT TURNS AT INTERSECTIONS,0,0,,32.8073798,-117.2471376
488,488,488,171604,2017-02-23 19:16:00,124,0, ,PROSPECT,STREET, ,SILVERADO, ,21708,VC,RUNNING OVER FIRE OR CHEMICAL HOSE,2,0,,32.845081,-117.2767898
489,489,489,171621,2017-02-23 21:15:00,834,3800, ,41ST,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.7478055,-117.1069558
490,490,490,171582,2017-02-23 22:24:00,232,11800, ,CARMEL MTN,ROAD, , , ,22108,VC,DURATION OF SIGNAL,0,0,MISDEMEANOR,32.981085300000004,-117.0790002
491,491,491,171894,2017-02-23 22:50:00,711,2600, ,HOLLISTER,STREET, , , ,21202A,VC,BICYCLIST FAILURE TO USE RIGHT EDGE ROAD,1,0,,32.5482076,-117.0847101
492,492,492,171677,2017-02-24 05:30:00,241,11000, ,SCRIPPS RANCH,BOULEVARD, , , ,21657,VC,OFF-CENTER LANES,2,0,,32.9206196,-117.1102869
493,493,493,171902,2017-02-24 07:50:00,321,5900, ,FAIRMOUNT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7820515,-117.1021
494,494,494,171587,2017-02-24 09:30:00,813,2900, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7486933,-117.1314603
495,495,495,171579,2017-02-24 09:40:00,124,9100, ,NORTH TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8712493,-117.24355959999998
496,496,496,171773,2017-02-24 10:00:00,113,3000, ,NAUGATUCK,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.834336900000004,-117.2189208
497,497,497,171573,2017-02-24 12:49:00,628,3700, ,INDIA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.74324,-117.1812154
498,498,498,171821,2017-02-24 13:00:00,438,3000, ,DARDAINA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.6671255,-117.0564487
