,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
14221,SS-013502,83.74,HIGHPLACE DR,GALAXY CT,MARGERUM AV,268.8116,36.0,Residential,AC Improved,9677.2176,Good,810370.201824,32.8044107,-117.0669096,32.8047291,-117.0661115
14223,SS-013504,79.128,HIGHPLACE DR,MARGERUM AV,MILKY WAY PT,834.0738,36.0,Residential,AC Improved,30026.6568,Good,2375949.2992704,32.8047291,-117.0661115,32.8040566,-117.0636689
14224,SS-013505,83.648,HIGHPLACE DR,MILKY WAY PT,CLEAR SKY RD,216.0745,36.0,Residential,AC Improved,7778.682,Good,650671.191936,32.8040566,-117.0636689,32.8040243,-117.0631159
14225,SS-013506,79.384,HIGHSMITH LN,TURNBRIDGE WY,SOUTHGATE DR,348.0,30.0,Residential,AC Improved,10440.0,Good,828768.96,32.8080998,-117.0091554,32.8082268,-117.0080717
14226,SS-013507,43.92,HIGHTREE LN,HIGHTREE PL,BROOKHAVEN RD,557.6956,36.0,Residential,AC Improved,20077.0416,Fair,881783.667072,32.6937922,-117.0362827,32.6947585,-117.0351629
14227,SS-013508,32.71,HIGHTREE PL,HIGHTREE LN,GATEWOOD LN,265.5611,36.0,Residential,AC Improved,9560.1996,Poor,312714.12891599996,32.6937922,-117.0362827,32.6930668,-117.0362238
14228,SS-013509,40.94,HIGHTREE PL,GATEWOOD LN,WOODRIDGE WY,261.0104,36.0,Residential,AC Improved,9396.3744,Fair,384687.567936,32.6930668,-117.0362238,32.6923977,-117.0360155
14229,SS-013510,89.42399999999999,HIGHVIEW DR,BANCROFT ST,33RD ST,341.8621,26.0,Residential,AC Improved,8888.4146,Good,794837.5871904,32.7283381,-117.1244387,32.728019,-117.1235738
14230,SS-013511,81.988,HIGHWOOD DR,MEWALL DR,GROSSMONT COLLEGE DR,531.9567,40.0,Major,AC Improved,21278.267999999996,Good,1744562.636784,32.8121653,-117.007413,32.8133164,-117.0063559
14231,SS-013512,72.4,HIGHWOOD DR,LAKE MURRAY BL,MEWALL DR,252.937,40.0,Major,AC Improved,10117.48,Good,732505.552,32.8119506,-117.0081283,32.8121653,-117.007413
14233,SS-013514,70.12,HIGHWOOD DR,BOBHIRD DR,DENT DR,803.8533,40.0,Residential,AC Improved,32154.132,Good,2254647.73584,32.8096536,-117.0121846,32.810922,-117.010033
14234,SS-013515,63.278,HIGHWOOD DR,REGNER RD,BOBHIRD DR,277.966,40.0,Residential,AC Improved,11118.64,Fair,703565.30192,32.8092152,-117.0129244,32.8096536,-117.0121846
14235,SS-013516,39.132,HIGHWOOD DR,LALLEY LN,REGNER RD,475.6572,40.0,Residential,AC Improved,19026.288,Poor,744536.7020159999,32.8084588,-117.0141973,32.8092152,-117.0129244
14236,SS-013517,37.556,HIGHWOOD DR,COLESHILL DR,LALLEY LN,271.2655,40.0,Residential,AC Improved,10850.62,Poor,407505.88472,32.8080465,-117.0149106,32.8084588,-117.0141973
14237,SS-013518,42.342,HIGHWOOD DR,BISBY LAKE AV,COLESHILL DR,408.0614,40.0,Residential,AC Improved,16322.456,Fair,691125.431952,32.8074047,-117.015991,32.8080465,-117.0149106
14238,SS-013519,36.434,HIGHWOOD DR,BOULDER LAKE AV,BISBY LAKE AV,625.707,40.0,Residential,AC Improved,25028.28,Poor,911880.3535200001,32.8064233,-117.0176751,32.8074047,-117.015991
14240,SS-013521,36.46,HIKE LN,CEDAR HILL CT,HIKER HILL RD,198.7373,36.0,Residential,AC Improved,7154.5428,Poor,260854.63048800002,32.959423,-117.1198817,32.9599346,-117.1201433
14241,SS-013522,67.53,HIKE LN,BAYAMON RD,CEDAR HILL CT,426.1224,36.0,Residential,AC Improved,15340.4064,Fair,1035937.644192,32.958405,-117.1194767,32.959423,-117.1198817
14242,SS-013523,63.266000000000005,HIKER HILL RD,LONGFELLOW LN,GRAIN LN,285.3648,36.0,Residential,AC Improved,10273.1328,Fair,649940.0197248,32.9604744,-117.1189853,32.9608543,-117.1181654
14243,SS-013524,61.58,HIKER HILL RD,HIKE LN,LONGFELLOW LN,409.4202,36.0,Residential,AC Improved,14739.1272,Fair,907635.452976,32.9599346,-117.1201433,32.9604744,-117.1189853
14244,SS-013525,66.868,HIKER HILL RD,RIDLEY RD,HIKE LN,247.6955,36.0,Residential,AC Improved,8917.038,Fair,596264.496984,32.95960960000001,-117.1208676,32.9599346,-117.1201433
14245,SS-013526,71.316,HILDA RD,DORCAS ST,MONITOR RD,291.638,35.0,Residential,PCC Jointed Concrete,10207.33,Good,727945.94628,32.7716321,-117.1998946,32.7712509,-117.1991897
14246,SS-013527,37.838,HILDA RD,MONITOR RD,ELEVATION RD,606.8499,35.0,Local,AC Improved,21239.7465,Poor,803669.528067,32.7712509,-117.1991897,32.7700516,-117.1982397
14247,SS-013528,59.166000000000004,HILGER ST,GIBSON ST,KLAUBER AV,1503.9673,40.0,Residential,AC Unimproved,60158.692,Fair,3559349.170872,32.7190673,-117.0531963,32.7228849,-117.0547374
14248,SS-013529,64.75399999999999,HILGER ST,TARBOX ST,GIBSON ST,372.0217,40.0,Residential,AC Unimproved,14880.868,Fair,963595.7264719999,32.7183068,-117.0525103,32.7190673,-117.0531963
14249,SS-013530,68.032,HILGER ST,MADERA ST,TARBOX ST,380.6005,40.0,Residential,AC Unimproved,15224.02,Fair,1035720.5286399999,32.717448,-117.0517366,32.7183068,-117.0525103
14251,SS-013533,80.468,HILL ST,CORNISH DR,DEVONSHIRE DR,434.6597,36.0,Prime,AC Improved,15647.7492,Good,1259143.0826256,32.7179025,-117.2548894,32.7254301,-117.2544205
14252,SS-013534,75.944,HILL ST,AMIFORD DR,CORNISH DR,350.4882,36.0,Prime,AC Improved,12617.5752,Good,958229.1309888001,32.7209886,-117.2529641,32.7179025,-117.2548894
14253,SS-013535,79.152,HILL ST,ALEXANDRIA DR,AMIFORD DR,732.755,36.0,Prime,AC Improved,26379.18,Good,2087964.85536,32.7239452,-117.2507483,32.7209886,-117.2529641
14254,SS-013536,61.722,HILL ST,BANGOR ST,CONCORD ST,564.9256,34.0,Residential,AC Improved,19207.4704,Fair,1185523.4880288,32.7223932,-117.2388404,32.7227401,-117.2406183
14255,SS-013537,73.49600000000001,HILL ST,AKRON ST,BANGOR ST,590.5594,34.0,Residential,AC Improved,20079.0196,Good,1475727.6245216,32.722019,-117.236931,32.7223932,-117.2388404
14256,SS-013538,80.49600000000001,HILL ST,LEROY ST,AKRON ST,416.2752,30.0,Residential,PCC Jointed Concrete,12488.256000000001,Good,1005254.6549760001,32.7223705,-117.2397007,32.722019,-117.236931
14257,SS-013539,79.56,HILL ST,CORDOVA ST,SUNSET CLIFFS BL,318.4792,34.0,Prime,AC Improved,10828.2928,Good,861498.975168,32.7256716,-117.2556688,32.7258727,-117.256686
14258,SS-013540,77.104,HILL ST,DEVONSHIRE DR,CORDOVA ST,393.663,34.0,Prime,AC Improved,13384.542,Good,1032001.726368,32.7254301,-117.2544205,32.7256716,-117.2556688
14259,SS-013541,77.318,HILL ST,MOANA DR,ALEXANDRIA DR,316.5336,36.0,Prime,AC Improved,11395.2096,Good,881054.8158528,32.7254404,-117.24819,32.7239452,-117.2507483
14260,SS-013542,89.416,HILL ST,TARENTO DR,MOANA DR,316.5329,36.0,Prime,AC Improved,11395.1844,Good,1018911.8083104,32.7195516,-117.2479931,32.7254404,-117.24819
14261,SS-013543,81.3,HILL ST,CATALINA BL,TARENTO DR,753.3726,36.0,Prime,AC Improved,27121.4136,Good,2204970.92568,32.7236817,-117.2452541,32.7195516,-117.2479931
14262,SS-013544,57.653999999999996,HILL ST,CONCORD ST,ALBION ST,300.6049,34.0,Residential,AC Improved,10220.5666,Fair,589256.5467564,32.7227401,-117.2406183,32.7230042,-117.2415359
14264,SS-013546,83.28399999999999,HILLANDALE DR,THISTLE CT,DOE PT,286.0438,33.0,Local,AC Improved,9439.4454,Good,786154.7706936,32.8160439,-117.0605899,32.8160355,-117.0596451
14265,SS-013547,86.86399999999999,HILLANDALE DR,DOE PT,AEDAN CT,298.5543,33.0,Local,AC Improved,9852.2919,Good,855809.4836015999,32.8160355,-117.0596451,32.8157788,-117.0587429
14266,SS-013548,81.612,HILLANDALE DR,DEERFIELD ST,THISTLE CT,365.1564,33.0,Residential,AC Improved,12050.1612,Good,983437.7558544001,32.8156557,-117.0616489,32.8160439,-117.0605899
14267,SS-013549,87.74799999999999,HILLANDALE DR,AEDAN CT,DOREEN RD,141.3964,33.0,Local,AC Improved,4666.0812,Good,409439.2931376,32.8157788,-117.0587429,32.8156402,-117.058284
14268,SS-013550,81.05,HILLANDALE DR,DOREEN RD,DEEP VALLEY RD,545.2876,33.0,Local,AC Improved,17994.4908,Good,1458453.47934,32.8156402,-117.058284,32.8142971,-117.0577814
14270,SS-013552,86.62799999999999,HILLANDALE DR,LARCHWOOD AV,HILLANDALE CT,349.1547,33.0,Residential,AC Improved,11522.1051,Good,998136.9206028,32.8084209,-117.064362,32.8093058,-117.0648257
14271,SS-013553,83.954,HILLANDALE DR,HILLANDALE CT,DEERFIELD ST,2705.3606,33.0,Residential,AC Improved,89276.8998,Good,7495152.8458092,32.8093058,-117.0648257,32.8156557,-117.0616489
14273,SS-013555,94.8,HILLDALE RD,BRAEBURN RD,MIDDLESEX DR,244.0455,30.0,Residential,AC Improved,7321.365,Good,694065.402,32.7713581,-117.100625,32.7718494,-117.1010689
14274,SS-013556,63.19,HILLDALE RD,ROXBURY RD,BRAEBURN RD,425.4233,30.0,Residential,AC Improved,12762.698999999999,Fair,806474.94981,32.7707188,-117.101412,32.7713581,-117.100625
14275,SS-013557,77.17,HILLDALE RD,BRISTOL RD,ROXBURY RD,246.3434,30.0,Residential,AC Improved,7390.302,Good,570309.60534,32.7706691,-117.1022049,32.7707188,-117.101412
14276,SS-013558,77.37,HILLDALE RD,HASTINGS RD,BRISTOL RD,272.3598,30.0,Residential,AC Improved,8170.794,Good,632174.33178,32.7706318,-117.1030897,32.7706691,-117.1022049
14277,SS-013559,82.432,HILLDALE RD,CANTERBURY DR,KENSINGTON DR,445.9163,30.0,Residential,AC Improved,13377.489,Good,1102733.173248,32.7702583,-117.1093706,32.7701616,-117.1079321
14278,SS-013560,67.518,HILLDALE RD,MARLBOROUGH DR,HASTINGS RD,1064.0534,30.0,Residential,AC Improved,31921.602000000003,Fair,2155282.723836,32.7701493,-117.1064349,32.7706318,-117.1030897
14279,SS-013561,92.36399999999999,HILLDALE RD,KENSINGTON DR,MARLBOROUGH DR,460.1316,30.0,Residential,AC Improved,13803.948,Good,1274987.853072,32.7701616,-117.1079321,32.7701493,-117.1064349
14281,SS-013563,68.692,HILLERY DR,RICKERT RD,BLACK MTN RD,806.0155,40.0,Prime,AC Improved,32240.62,Fair,2214672.66904,32.9128812,-117.1269614,32.9128883,-117.1242697
14282,SS-013565,57.446000000000005,HILLERY DR,REAGAN RD,WESTONHILL DR,944.2077,40.0,Residential,AC Improved,37768.308,Fair,2169638.221368,32.9113196,-117.1386694,32.9112567,-117.135601
14283,SS-013566,67.446,HILLERY DR,MARBURY AV,RICKERT RD,648.0,40.0,Prime,AC Improved,25920.0,Fair,1748200.32,32.9128767,-117.1290721,32.9128812,-117.1269614
14284,SS-013567,60.483999999999995,HILLERY DR,GREENFORD DR,MARBURY AV,805.9624,40.0,Prime,AC Improved,32238.496,Fair,1949913.1920639998,32.9120384,-117.1314486,32.9128767,-117.1290721
14285,SS-013568,49.738,HILLERY DR,WESTONHILL DR,GREENFORD DR,1315.8972,40.0,Residential,AC Improved,52635.888,Fair,2618003.797344,32.9112567,-117.135601,32.9120384,-117.1314486
14287,SS-013570,48.504,HILLGROVE DR,CALVIN WY,ASHLAND AV,1237.7065,36.0,Residential,AC Improved,44557.434,Fair,2161213.778736,32.7834896,-117.0588018,32.7817137,-117.0554052
14288,SS-013571,62.96,HILLSBORO ST,LINNA PL,GALA AV,207.4345,36.0,Residential,AC Improved,7467.642,Fair,470162.74032,32.8021386,-117.0730078,32.8018668,-117.0724199
14289,SS-013572,87.04,HILLSBORO ST,GLENROY ST,LINNA PL,1371.0,36.0,Residential,AC Improved,49356.0,Good,4295946.24,32.7994342,-117.0752569,32.8021386,-117.0730078
14290,SS-013573,68.072,HILLSIDE DR,AMALFI ST,TORREY PINES RD,207.0,30.0,Residential,PCC Jointed Concrete,6210.0,Fair,422727.12,32.8489732,-117.2612971,32.8494433,-117.2617226
14291,SS-013574,79.032,HILLSIDE DR,SOLEDAD AV,AMALFI ST,1110.4485,24.0,Prime,AC Improved,26650.764,Good,2106263.180448,32.8469429,-117.259513,32.8489732,-117.2612971
14292,SS-013575,74.99600000000001,HILLSIDE DR,CASTELLANA RD,SOLEDAD AV,198.0,36.0,Residential,AC Improved,7128.0,Good,534571.488,32.846416,-117.259293,32.8469429,-117.259513
14293,SS-013577,59.49,HILLSIDE DR,VIA SIENA,CASTELLANA RD,3019.0,20.0,Residential,AC Unimproved,60380.0,Fair,3592006.2,32.843906,-117.254333,32.846416,-117.259293
14294,SS-013581,96.4,HILLTOP DR,40TH ST,40TH ST,65.1232,40.0,Collector,AC Improved,2604.928,Good,251115.0592,32.7151344,-117.1086587,32.7151344,-117.1086587
14295,SS-013582,75.628,HILLTOP DR,41ST ST,MORRISON ST,291.0276,40.0,Collector,AC Improved,11641.104,Good,880393.4133120001,32.715125,-117.1065434,32.7151207,-117.1055779
14296,SS-013583,74.168,HILLTOP DR,42ND ST,TOYNE ST,136.1323,40.0,Collector,AC Improved,5445.2919999999995,Good,403866.417056,32.7151281,-117.1043716,32.7151153,-117.1039663
14297,SS-013584,77.304,HILLTOP DR,42ND ST,42ND ST,89.2747,40.0,Collector,AC Improved,3570.988,Good,276051.656352,32.7151281,-117.1043716,32.7151281,-117.1043716
14298,SS-013585,86.056,HILLTOP DR,MORRISON ST,42ND ST,284.1223,40.0,Collector,AC Improved,11364.892,Good,978017.145952,32.7151207,-117.1055779,32.7151281,-117.1043716
14299,SS-013586,74.916,HILLTOP DR,44TH ST,45TH ST,940.1206,40.0,Collector,AC Improved,37604.824,Good,2817202.994784,32.71510930000001,-117.1008886,32.7150873,-117.0978522
14300,SS-013587,76.82600000000001,HILLTOP DR,45TH ST,46TH ST,657.0763,40.0,Collector,AC Improved,26283.052000000003,Good,2019221.7529520001,32.7150873,-117.0978522,32.7150755,-117.0956908
14301,SS-013588,67.6,HILLTOP DR,BOUNDARY ST,39TH ST,304.8153,40.0,Collector,AC Improved,12192.612,Fair,824220.5712,32.7149638,-117.1116728,32.7151441,-117.1106718
14302,SS-013589,88.92399999999999,HILLTOP DR,46TH ST,COTTON ST,321.0016,40.0,Collector,AC Improved,12840.063999999998,Good,1141789.8511360001,32.7150755,-117.0956908,32.7150761,-117.0946592
14303,SS-013590,75.19,HILLTOP DR,COTTON ST,47TH ST,332.0738,40.0,Collector,AC Improved,13282.952,Good,998745.16088,32.7150761,-117.0946592,32.7150692,-117.0936033
14304,SS-013591,91.0,HILLTOP DR,47TH ST,ESCUELA ST,238.0524,40.0,Collector,AC Improved,9522.096,Good,866510.7359999999,32.7150692,-117.0936033,32.7150633,-117.0928257
14305,SS-013592,84.324,HILLTOP DR,49TH ST,DASSCO ST,319.0564,40.0,Collector,AC Improved,12762.256000000001,Good,1076164.4749440001,32.6967192,-117.0891425,32.7150377,-117.0888546
14306,SS-013593,81.692,HILLTOP DR,DASSCO ST,CAROLINA LN,201.0401,29.0,Collector,AC Improved,5830.1629,Good,476277.66762679996,32.7150377,-117.0888546,32.7150362,-117.0881996
14307,SS-013594,23.21,HILLTOP DR,CAROLINA LN,HAL ST,485.0835,40.0,Collector,AC Improved,19403.34,Poor,450351.5214,32.7150362,-117.0881996,32.7150214,-117.0866207
14309,SS-013596,32.04,HILLTOP DR,EUCLID AV,51ST ST,184.0244,36.0,Residential,AC Improved,6624.8784,Poor,212261.103936,32.715023,-117.0850255,32.715016,-117.0843707
14310,SS-013597,13.0,HILLTOP DR,51ST ST,51ST ST,95.0051,36.0,Residential,AC Improved,3420.1836,Poor,44462.3868,32.715016,-117.0843707,32.715016,-117.0843707
14312,SS-013599,27.69,HILLTOP DR,51ST ST,ELWOOD AV,249.1286,36.0,Residential,AC Improved,8968.6296,Poor,248341.35362399998,32.715016,-117.0843707,32.7150053,-117.0832589
14313,SS-013600,53.848,HILLTOP DR,WINSTON DR,ROSWELL ST,651.1729,36.0,Residential,AC Improved,23442.2244,Fair,1262316.8994912,32.7149851,-117.0821162,32.7139698,-117.0806961
14314,SS-013601,66.416,HILLTOP DR,39TH ST,QUAIL ST,333.1131,40.0,Collector,AC Improved,13324.524,Fair,884961.585984,32.7151441,-117.1106718,32.7151486,-117.1096854
14315,SS-013602,92.368,HILLTOP DR,QUAIL ST,40TH ST,298.6931,40.0,Collector,AC Improved,11947.723999999998,Good,1103587.370432,32.7151486,-117.1096854,32.7151344,-117.1086587
14316,SS-013603,87.74799999999999,HILLTOP DR,40TH ST,RAVEN ST,265.1542,40.0,Collector,AC Improved,10606.168,Good,930670.0296639999,32.7151344,-117.1086587,32.715132,-117.107606
14317,SS-013604,79.282,HILLTOP DR,RAVEN ST,41ST ST,322.0791,40.0,Collector,AC Improved,12883.163999999999,Good,1021403.0082479999,32.715132,-117.107606,32.715125,-117.1065434
14318,SS-013605,85.94,HILLTOP DR,TOYNE ST,44TH ST,934.1476,40.0,Collector,AC Improved,37365.904,Good,3211225.78976,32.7151153,-117.1039663,32.71510930000001,-117.1008886
14319,SS-013606,94.6,HILLTOP DR,ESCUELA ST,48TH ST,296.0305,40.0,Collector,AC Improved,11841.22,Good,1120179.412,32.7150633,-117.0928257,32.7150503,-117.0918198
14320,SS-013607,80.844,HILLTOP DR,48TH ST,DUVAL ST,306.0647,40.0,Collector,AC Improved,12242.588,Good,989739.784272,32.7150503,-117.0918198,32.7150523,-117.0908516
14321,SS-013608,88.47200000000001,HILLTOP DR,DUVAL ST,49TH ST,297.0604,40.0,Collector,AC Improved,11882.416000000001,Good,1051261.1083520001,32.7150523,-117.0908516,32.6967192,-117.0891425
14325,SS-013612,91.976,HIRES WY,DEAVER LN,MAGUIRE RD,421.9841,32.0,Residential,AC Improved,13503.4912,Good,1241997.1066112,32.5506857,-117.0549109,32.5496417,-117.0545005
14326,SS-013613,67.354,HISPANO DR,HORADO RD,CALLADO RD,229.8582,40.0,Residential,AC Improved,9194.328000000001,Fair,619274.768112,33.0117034,-117.0667963,33.0123158,-117.0669964
14327,SS-013614,59.772,HISPANO DR,LOMICA DR,HORADO RD,229.9202,40.0,Residential,AC Improved,9196.808,Fair,549711.607776,33.0111244,-117.0670068,33.0117034,-117.0667963
14330,SS-013617,91.12799999999999,HIXSON AV,POSEY PL,TRAILING DR,152.0,40.0,Collector,AC Improved,6080.0,Good,554058.24,32.7256761,-117.1053409,32.7260771,-117.1052464
14331,SS-013618,90.26799999999999,HIXSON AV,HOME AV,POSEY PL,428.0,40.0,Residential,AC Improved,17120.0,Good,1545388.16,32.7245411,-117.1051462,32.7256761,-117.1053409
14332,SS-013619,65.77199999999999,HOBART ST,PEMBROKE DR,63RD ST,269.3591,41.0,Residential,AC Improved,11043.7231,Fair,726367.7557332,32.7666323,-117.0639667,32.7666546,-117.0630908
14333,SS-013620,67.794,HOBART ST,62ND ST,PEMBROKE DR,335.0239,36.0,Residential,AC Improved,12060.8604,Fair,817653.9699576,32.7665936,-117.0650024,32.7666323,-117.0639667
14334,SS-013621,78.916,HODSON ST,ELSA RD,TWAIN AV,358.0055,30.0,Residential,AC Improved,10740.165,Good,847570.8611399999,32.783988,-117.0924414,32.7849674,-117.0924465
14335,SS-013622,89.6,HOFER DR,GREEN BAY ST,RHINE ST,255.0,30.0,Residential,AC Improved,7650.0,Good,685440.0,32.5750215,-117.0884238,32.575034,-117.087595
14337,SS-013624,85.04799999999999,HOFER DR,ZURICH DR,WALPEN DR,282.0,36.0,Residential,AC Improved,10152.0,Good,863407.296,32.5750307,-117.0901786,32.5750157,-117.0892586
14338,SS-013625,88.94,HOFER DR,WALPEN DR,GREEN BAY ST,254.0,36.0,Residential,AC Improved,9144.0,Good,813267.36,32.5750157,-117.0892586,32.5750215,-117.0884238
14339,SS-013626,60.086000000000006,HOFFING AV,LIONEL ST,ROOT ST,416.0,30.0,Residential,AC Improved,12480.0,Fair,749873.28,32.7932819,-117.1416715,32.7932323,-117.140384
14340,SS-013628,91.0,HOFFMAN ST,MASSACHUSETTS ST,RHODE ISLAND ST,361.2352,40.0,Residential,AC Improved,14449.408000000001,Good,1314896.128,32.7602017,-117.1559935,32.7602158,-117.1548261
14341,SS-013629,89.5,HOHOKUM WY,SMOKESIGNAL DR,MATINAL CR,507.476,36.0,Residential,AC Improved,18269.136000000002,Good,1635087.6719999998,33.0402481,-117.0871454,33.0401015,-117.0858118
14342,SS-013630,48.25,HOITT ST,K ST,ISLAND AV,761.0418,40.0,Residential,AC Improved,30441.672000000002,Fair,1468810.674,32.7084812,-117.1329523,32.7105702,-117.1329369
14343,SS-013631,65.96,HOLABIRD ST,GLACIER AV,RAINIER AV,386.0,40.0,Residential,AC Improved,15440.0,Fair,1018422.4,32.7887574,-117.0957988,32.7898058,-117.0957748
14344,SS-013632,51.24,HOLABIRD ST,VANDEVER AV,GLACIER AV,387.0,40.0,Residential,AC Improved,15480.0,Fair,793195.2,32.7876881,-117.0958217,32.7887574,-117.0957988
14347,SS-013637,75.484,HOLLISTER ST,INDUSTRIAL BL,MANYA ST,497.009,55.0,Prime,AC Improved,27335.495,Good,2063392.50458,32.5482076,-117.0847105,32.5934398,-117.0841152
14348,SS-013638,69.84,HOLLISTER ST,MANYA ST,CHARLES AV,526.0016,55.0,Prime,AC Improved,28930.088,Fair,2020477.34592,32.5934398,-117.0841152,32.5920078,-117.0840823
14349,SS-013640,70.58800000000001,HOLLISTER ST,CHARLES AV,CONIFER AV,2307.0981,25.0,Prime,AC Improved,57677.4525,Good,4071336.0170699996,32.5920078,-117.0840823,32.5856701,-117.084084
14350,SS-013641,78.288,HOLLISTER ST,CONIFER AV,CITRUS AV,333.024,26.0,Prime,AC Improved,8658.624,Good,677866.3557119999,32.5856701,-117.084084,32.5847221,-117.0840933
14351,SS-013642,77.984,HOLLISTER ST,PALM (SB) AV,DONAX AV,638.0431,46.0,Prime,AC Improved,29349.9826,Good,2288829.0430784,32.5839475,-117.0836457,32.5820231,-117.0841154
14352,SS-013643,91.52,HOLLISTER ST,ELM AV,OUTER RD,476.0,26.0,Residential,AC Improved,12376.0,Good,1132651.52,32.5801462,-117.0841064,32.5787489,-117.0840954
14353,SS-013644,75.968,HOLLISTER ST,CORONADO (SB) AV,FLOWER AV,183.0437,44.0,Collector,AC Improved,8053.9228,Good,611840.4072704001,32.5764145,-117.0843829,32.5759304,-117.0840393
