"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-006229",70.91,"CAPISTRANO ST","QUIMBY ST","TENNYSON ST",340.2103,40,"Prime","AC Improved",13608.412,"Good",964972.49492
"SS-006230",67.94,"CAPISTRANO ST","OLIPHANT ST","WAWONA DR",335,40,"Residential","AC Improved",13400,"Fair",910396
"SS-006231",67.12,"CAPITAN AV","KALMIA ST","LAUREL ST",638.3042,40,"Residential","AC Improved",25532.168,"Fair",1713719.11616
"SS-006232",71.338,"CAPPS ST","28TH ST","UTAH ST",252.018,52,"Residential","AC Improved",13104.936,"Good",934879.924368
"SS-006233",64.504,"CAPPS ST","UTAH ST","GRANADA AV",281.0158,52,"Residential","AC Improved",14612.8216,"Fair",942585.4444864
"SS-006234",73.252,"CAPPS ST","GRANADA AV","29TH ST",279.0288,52,"Residential","AC Improved",14509.4976,"Good",1062849.7181952
"SS-006235",79.82,"CAPPS ST","29TH ST","30TH ST",281.0161,52,"Residential","AC Improved",14612.8372,"Good",1166396.665304
"SS-006236",78.19,"CAPPS ST","30TH ST","RAY ST",256.0174,52,"Residential","AC Improved",13312.9048,"Good",1040936.026312
"SS-006237",81.252,"CAPRI DR","GENOA DR","HELENA PL",381.3085,36,"Residential","AC Improved",13727.106,"Good",1115354.816712
"SS-006238",88.724,"CAPRI DR","HELENA PL","ARNO DR",606.1376,36,"Residential","AC Improved",21820.9536,"Good",1936042.2872064
"SS-006239",80.692,"CAPRI DR","ARNO DR","DEL CERRO BL",774.0287,36,"Residential","AC Improved",27865.0332,"Good",2248485.2589744
"SS-006240",91.34,"CAPRICORN WY","PEGASUS AV","HAVERFIELD WY",511,40,"Collector","AC Improved",20440,"Good",1866989.6
"SS-006241",91.004,"CAPRICORN WY","HAVERFIELD WY","BLACK MTN RD",447,72,"Collector","AC Improved",32184,"Good",2928872.736
"SS-006242",90.776,"CAPRICORN WY","BLACK MTN RD","SUMMERSHADE LN",239,36,"Collector","AC Improved",8604,"Good",781036.704
"SS-006243",96.458,"CAPRICORN WY","SUMMERSHADE LN","FEATHERHILL LN",526,36,"Collector","AC Improved",18936,"Good",1826528.688
"SS-006244",61.672,"CAPRICORN WY","WESTVIEW PY","DAUNTLESS ST",388.9227,36,"Major","AC Improved",14001.2172,"Fair",863483.0671584
"SS-006245",86.012,"CAPRICORN WY","FEATHERHILL LN","WESTVIEW PY",883.274,36,"Major","AC Improved",31797.864,"Good",2734997.878368
"SS-006246",73.004,"CAPSTONE DR","HAXTON PL","GRAYSON DR",979.3051,36,"Residential","AC Improved",35254.9836,"Good",2573754.8227344
"SS-006247",49.368,"CAR ST","SOLANA ST","CARLISLE DR",330.7325,36,"Residential","AC Improved",11906.37,"Fair",587793.67416
"SS-006248",54.376,"CAR ST","JAMACHA RD","SOLANA ST",290.6218,36,"Residential","AC Improved",10462.3848,"Fair",568902.6358848
"SS-006249",63.67,"CARAMAY PL","CLAVELITA ST","END",257.3871,30,"Residential","AC Improved",7721.613,"Fair",491635.09971
"SS-006250",71.258,"CARAVELLE PL","LA CUENTA DR","END",546.5342,36,"Residential","AC Improved",19675.2312,"Good",1402017.6248496
"SS-006251",75.67,"CARBET PL","LA CUENTA DR","END",255.3274,36,"Residential","AC Improved",9191.7864,"Good",695542.476888
"SS-006252",76.8,"CARDENO DR","VIA CABRERA","LA JOLLA SCENIC S DR",488,40,"Residential","AC Improved",19520,"Good",1499136
"SS-006253",85.672,"CARDENO DR","VIA LUCIA","VIA NINA",287,40,"Residential","AC Improved",11480,"Good",983514.56
"SS-006254",88.796,"CARDENO DR","VIA MEDIA","VIA LUCIA",316,40,"Residential","AC Improved",12640,"Good",1122381.44
"SS-006255",94.09,"CARDENO DR","VIA FRESA","VIA MEDIA",243,40,"Residential","AC Improved",9720,"Good",914554.8
"SS-006256",87.014,"CARDENO DR","CALLE GUAYMAS","VIA FRESA",246,40,"Residential","AC Improved",9840,"Good",856217.76
"SS-006257",98.8,"CARDENO DR","VIA ANITA","CALLE GUAYMAS",175,40,"Residential","AC Improved",7000,"Good",691600
"SS-006258",89.312,"CARDENO DR","VIA LADETA","VIA ANITA",221,40,"Residential","AC Improved",8840,"Good",789518.08
"SS-006259",93.636,"CARDENO DR","CALLE TIARA","VIA LADETA",209,40,"Residential","AC Improved",8360,"Good",782796.96
"SS-006260",90.748,"CARDENO DR","VIA SINALDA","CALLE TIARA",242,40,"Residential","AC Improved",9680,"Good",878440.64
"SS-006261",79.72,"CARDENO DR","VIA ZURITA","VIA SINALDA",237,40,"Residential","AC Improved",9480,"Good",755745.6
"SS-006262",94.672,"CARDENO DR","CALLE VAQUERO","CAMTO ACENTO",876,40,"Residential","AC Improved",35040,"Good",3317306.88
"SS-006263",89.666,"CARDENO DR","VIA NINA","VIA CABRERA",1488,40,"Residential","AC Improved",59520,"Good",5336920.32
"SS-006264",91.374,"CARDENO DR","ALTA LA JOLLA DR","VIA ZURITA",1255,40,"Residential","AC Improved",50200,"Good",4586974.8
"SS-006265",94.018,"CARDENO DR","CAMTO ACENTO","ALTA LA JOLLA DR",735,40,"Residential","AC Improved",29400,"Good",2764129.2
"SS-006266",69.712,"CARDIFF ST","JAMACHA RD","CARLISLE DR",275.5345,66,"Major","AC Improved",18185.277,"Fair",1267732.030224
"SS-006267",69.694,"CARDIFF ST","WADE ST","JAMACHA RD",956.3609,66,"Major","AC Improved",63119.8194,"Fair",4399072.6932636
"SS-006268",64.928,"CARDIFF ST","SAN VICENTE ST","WADE ST",1078.6865,66,"Major","AC Improved",71193.309,"Fair",4622439.166752
"SS-006269",70.858,"CARDIFF ST","SAN FELIPE ST","SAN VICENTE ST",1030.4198,66,"Collector","AC Improved",68007.7068,"Good",4818890.0884344
"SS-006270",74.402,"CARDIFF ST","SKYLINE DR","SAN FELIPE ST",1021.1448,66,"Collector","AC Improved",67395.5568,"Good",5014364.2170336
"SS-006271",88.82,"CARDIGAN WY","TAIT ST","CRANDALL DR",309.6051,36,"Residential","AC Improved",11145.7836,"Good",989968.499352
"SS-006272",84.14,"CARDIGAN WY","BEGIN","TAIT ST",69.2027,36,"Residential","AC Improved",2491.2972,"Good",209617.746408
"SS-006273",32.626,"CARDIN ST","ENGINEER RD","RONSON RD",667.019,50,"Prime","AC Improved",33350.95,"Poor",1088108.0947
"SS-006274",85.666,"CARDIN ST","OPPORTUNITY RD","ENGINEER RD",670.7161,50,"Prime","AC Improved",33535.805,"Good",2872878.27113
"SS-006275",98,"CARDINAL CT","BEGIN","CARDINAL RD",168.5823,30,"Residential","AC Improved",5057.469,"Good",495631.962
"SS-006276",55.928,"CARDINAL DR","BOBOLINK WY","CARDINAL RD",1040.5315,40,"Residential","AC Improved",41621.26,"Fair",2327793.82928
"SS-006277",59.276,"CARDINAL DR","REDBIRD DR","BOBOLINK WY",964,40,"Residential","AC Improved",38560,"Fair",2285682.56
"SS-006278",67.95,"CARDINAL DR","MACAW LN","REDBIRD DR",1012.9421,40,"Residential","AC Improved",40517.684,"Fair",2753176.6278
"SS-006279",49.788,"CARDINAL DR","CARDINAL RD","CARDINAL LN",477.5463,40,"Residential","AC Improved",19101.852,"Fair",951043.007376
"SS-006280",93.236,"CARDINAL LN","BEGIN","CARDINAL DR",845.431,32,"Residential","AC Improved",27053.792,"Good",2522387.350912
"SS-006281",87,"CARDINAL PL","BEGIN","CARDINAL RD",186.043,30,"Residential","AC Improved",5581.29,"Good",485572.23
"SS-006282",79.772,"CARDINAL RD","CARDINAL CT","GENESEE AV",310.9119,40,"Residential","AC Improved",12436.476,"Good",992082.563472
"SS-006283",76.826,"CARDINAL RD","MOCKING BIRD DR","CARDINAL CT",327.5164,40,"Residential","AC Improved",13100.656,"Good",1006470.997856
"SS-006284",85.344,"CARDINAL RD","CARDINAL PL","MOCKING BIRD DR",344.2126,40,"Residential","AC Improved",13768.504,"Good",1175059.205376
"SS-006285",83.976,"CARDINAL RD","CARDINAL DR","CARDINAL PL",405.6842,40,"Residential","AC Improved",16227.368,"Good",1362709.455168
"SS-006286",71.968,"CAREFREE DR","BEGIN","VARNEY DR",425.5338,40,"Residential","AC Improved",17021.352,"Good",1224992.660736
"SS-006287",86.01,"CAREFREE DR","VARNEY DR","PLAZA BL",901.3183,36,"Residential","PCC Jointed Concrete",32447.4588,"Good",2790805.931388
"SS-006288",55.1,"CAREYBROOK LN","WOODRIDGE WY","BROOKHAVEN RD",1079.1568,36,"Residential","AC Improved",38849.6448,"Fair",2140615.42848
"SS-006289",55.344,"CARGILL AV","PULITZER PL","COSTA VERDE BL",180.0444,64,"Residential","AC Improved",11522.8416,"Fair",637720.1455104
"SS-006290",94.326,"CARGILL AV","DECORO ST","PULITZER PL",680.0003,40,"Residential","AC Improved",27200.012,"Good",2565668.331912
"SS-006291",93.94,"CARGILL AV","CAM TICINO","DECORO ST",607.3143,40,"Residential","AC Improved",24292.572,"Good",2282044.21368
"SS-006292",88.16,"CARGILL AV","PLAYMOR TR","CAM TICINO",305.8556,40,"Collector","AC Improved",12234.224,"Good",1078569.18784
"SS-006293",88.11,"CARGILL AV","ARRIBA ST","PLAYMOR TR",231.8196,40,"Collector","AC Improved",9272.784,"Good",817024.99824
"SS-006295",54,"CARIB CT","WINNEBAGO AV","END",138.1775,30,"Residential","AC Improved",4145.325,"Fair",223847.55
"SS-006296",45.398,"CARILLON CT","STEUER WY","END",400.5248,36,"Residential","AC Improved",14418.8928,"Fair",654588.8953344
"SS-006297",40.998,"CARILLON CT","BEGIN","STEUER WY",920.0031,36,"Residential","AC Improved",33120.1116,"Fair",1357858.3353768
"SS-006298",50.56,"CARIOCA CT","ANTIGUA BL","VERACRUZ CT",149.265,36,"Residential","AC Improved",5373.54,"Fair",271686.1824
"SS-006299",27.74,"CARIOCA CT","VERACRUZ CT","END",667.6276,36,"Residential","AC Improved",24034.5936,"Poor",666719.626464
"SS-006301",57.436,"CARIUTO CT","BEGIN","ABUELA DR",791.5268,36,"Residential","AC Improved",28494.9648,"Fair",1636636.7982528
"SS-006302",59.668,"CARLETON SQ","BEGIN","END",42,20,"Residential","AC Improved",840,"Fair",50121.12
"SS-006303",66.474,"CARLETON SQ","BEGIN","CARLETON ST",282,20,"Residential","AC Improved",5640,"Fair",374913.36
"SS-006304",62.328,"CARLETON SQ","BEGIN","END",297,20,"Residential","AC Improved",5940,"Fair",370228.32
"SS-006305",65.594,"CARLETON SQ","CARLETON ST","END",315,20,"Residential","AC Improved",6300,"Fair",413242.2
"SS-006307",44.35,"CARLETON ST","CARLETON SQ","LIGGETT DR",312.3751,36,"Residential","AC Improved",11245.5036,"Fair",498738.08466
"SS-006308",63.36,"CARLETON ST","CARLETON SQ","CARLETON SQ",298.9,36,"Residential","AC Improved",10760.4,"Fair",681778.944
"SS-006309",40.33,"CARLETON ST","FENELON ST","CARLETON SQ",321.0563,36,"Residential","AC Improved",11558.0268,"Fair",466135.220844
"SS-006310",61.608,"CARLETON ST","CLOVE ST","EMERSON ST",647.2104,36,"Residential","AC Improved",23299.5744,"Fair",1435440.1796352
"SS-006311",59.08,"CARLETON ST","PLUM ST","CLOVE ST",371.2157,34,"Residential","AC Improved",12621.3338,"Fair",745668.400904
"SS-006312",23.834,"CARLETON ST","WILLOW ST","PLUM ST",367.8288,34,"Residential","AC Improved",12506.1792,"Poor",298072.2750528
"SS-006313",45.56,"CARLETON ST","EVERGREEN ST","WILLOW ST",371.0657,34,"Residential","AC Improved",12616.2338,"Fair",574795.611928
"SS-006314",97.69,"CARLETON ST","LOCUST ST","EVERGREEN ST",371.2157,34,"Residential","PCC Jointed Concrete",12621.3338,"Good",1232978.098922
"SS-006315",72.75,"CARLETON ST","ROSECRANS ST","LOCUST ST",382.0209,34,"Residential","PCC Jointed Concrete",12988.7106,"Good",944928.69615
"SS-006316",72.39,"CARLETON ST","SCOTT ST","ROSECRANS ST",387.0206,34,"Residential","PCC Jointed Concrete",13158.7004,"Good",952558.321956
"SS-006317",74,"CARLETON ST","SHAFTER ST","SCOTT ST",365.2179,34,"Residential","AC Improved",12417.4086,"Good",918888.2364
"SS-006319",25.91,"CARLETON ST","EMERSON ST","FENELON ST",276.5409,36,"Residential","AC Improved",9955.4724,"Poor",257946.289884
"SS-006320",78.142,"CARLEY CR","PEGASUS AV","END",439,30,"Residential","AC Improved",13170,"Good",1029130.14
"SS-006321",83.27,"CARLING DR","ADELAIDE AV","LORCA DR",242,41,"Residential","AC Improved",9922,"Good",826204.94
"SS-006322",21.54,"CARLING DR","CARLING WY","ADELAIDE AV",245.6727,41,"Residential","AC Improved",10072.5807,"Poor",216963.388278
"SS-006323",61.28,"CARLING WY","TARRAGONA DR","TARRAGONA DR",201,41,"Residential","AC Improved",8241,"Fair",505008.48
"SS-006324",82.4,"CARLING WY","TARRAGONA DR","CARLING DR",202,41,"Residential","AC Improved",8282,"Good",682436.8
"SS-006325",77.392,"CARLOS ST","J ST","END",361,40,"Residential","AC Improved",14440,"Good",1117540.48
"SS-006326",84.624,"CARLOS ST","K ST","J ST",493,40,"Residential","AC Improved",19720,"Good",1668785.28
"SS-006327",49.816,"CARLOTA ST","BEGIN","RAJU ST",246.546,36,"Residential","AC Improved",8875.656,"Fair",442149.679296
"SS-006328",56.522,"CARLOTA ST","RAJU ST","AMALIA ST",1171.3462,36,"Residential","AC Improved",42168.4632,"Fair",2383445.8769904
"SS-006329",54.74,"CARLSBAD CT","CARLSBAD ST","END",508.0246,32,"Residential","AC Improved",16256.7872,"Fair",889896.531328
"SS-006330",65.02,"CARLSBAD ST","CARLSBAD CT","END",617.5472,36,"Collector","AC Improved",22231.6992,"Fair",1445505.081984
"SS-006331",55.82,"CARLSBAD ST","ASHMORE AV","POTRERO ST",268.0105,40,"Collector","AC Improved",10720.42,"Fair",598413.8444
"SS-006333",56.152,"CARLSBAD ST","DELROSE AV","ASHMORE AV",772.2441,40,"Collector","AC Improved",30889.764,"Fair",1734522.028128
"SS-006336",69.594,"CARLSBAD ST","ELLENWOOD CR","DELROSE AV",288.3211,36,"Collector","AC Improved",10379.5596,"Fair",722355.0708024
"SS-006337",83.106,"CARLSBAD ST","INNSDALE AV","ELLENWOOD CR",1143.2524,32,"Collector","AC Improved",36584.0768,"Good",3040356.2865408
"SS-006340",68.4,"CARLSBAD ST","CITY BOUNDARY","CARLSBAD CT",127.0286,30,"Residential","AC Improved",3810.858,"Fair",260662.6872
"SS-006342",94,"CARLY CT","BULLOCK DR","END",337.4207,30,"Residential","AC Improved",10122.621,"Good",951526.374
"SS-006343",58,"CARMAR WY","BEGIN","ANNMAR DR",116.1567,30,"Residential","AC Improved",3484.701,"Fair",202112.658
"SS-006344",47.1,"CARMAR WY","ANNMAR DR","END",158.0818,30,"Residential","AC Improved",4742.454,"Fair",223369.5834
"SS-006345",66.914,"CARMEL BROOKS WY","CARMEL CAPE","CARMEL POINTE",243.9813,32,"Residential","AC Improved",7807.4016,"Fair",522424.4706624
"SS-006346",67.764,"CARMEL BROOKS WY","CARMEL POINTE","CARMEL PARK DR",193.8856,32,"Residential","AC Improved",6204.3392,"Fair",420430.8415488
"SS-006347",65.24,"CARMEL BROOKS WY","CARMEL PARK DR","END",408.5483,32,"Residential","AC Improved",13073.5456,"Fair",852918.114944
"SS-006348",85.036,"CARMEL CANYON RD","CARMEL COUNTRY RD","CARMEL KNOLLS DR",2022.4447,60,"Major","AC Improved",121346.682,"Good",10318836.450552
"SS-006349",88.726,"CARMEL CANYON RD","CARMEL KNOLLS DR","DEL MAR HEIGHTS RD",2265.8866,60,"Major","AC Improved",135953.196,"Good",12062583.268296
"SS-006350",52.9,"CARMEL CAPE","CARMEL BROOKS WY","CARMEL SPRINGS WY",528.7144,32,"Residential","AC Improved",16918.8608,"Fair",895007.73632
"SS-006351",79.332,"CARMEL CENTER RD","MENSHA PL","GRAYDON RD",337.0471,40,"Major","AC Improved",13481.884,"Good",1069544.821488
"SS-006352",89.032,"CARMEL CENTER RD","FOXHOLLOW CT","SUNSET BLUFFS WY",198.0504,40,"Major","AC Improved",7922.016,"Good",705312.928512
"SS-006353",80.152,"CARMEL CENTER RD","CARMEL CREEK RD","CAMARENA RD",656.9866,40,"Major","AC Improved",26279.464,"Good",2106351.598528
"SS-006354",78.36,"CARMEL CENTER RD","OCEAN VALLEY LN","FOXHOLLOW CT",258.2801,40,"Major","AC Improved",10331.204,"Good",809553.14544
"SS-006355",69.08,"CARMEL CENTER RD","CAMARENA RD","CTE AL FRESCO",241.7693,40,"Major","AC Improved",9670.772,"Fair",668056.92976
"SS-006356",87.956,"CARMEL CENTER RD","FALCONRIDGE CT","OCEAN VALLEY LN",264.0485,40,"Major","AC Improved",10561.94,"Good",928985.99464
"SS-006357",80.986,"CARMEL CENTER RD","CTE AL FRESCO","CTE DE LA FONDA",281.3718,40,"Major","AC Improved",11254.872,"Good",911487.063792
"SS-006358",87.7,"CARMEL CENTER RD","CARMEL KNOLLS DR","FALCONRIDGE CT",146.0408,40,"Major","AC Improved",5841.632,"Good",512311.1264
"SS-006359",88.168,"CARMEL CENTER RD","HERITAGE GLEN LN","CARMEL KNOLLS DR",207.8305,40,"Major","AC Improved",8313.22,"Good",732959.98096
"SS-006360",80.668,"CARMEL CENTER RD","INTERMEZZO WY","HERITAGE GLEN LN",199.0133,40,"Major","AC Improved",7960.532,"Good",642160.195376
"SS-006361",81.26,"CARMEL CENTER RD","CTE DE LA FONDA","FUTURA ST",383.0353,40,"Major","AC Improved",15321.412,"Good",1245017.93912
"SS-006362",76.88,"CARMEL CENTER RD","MONTEREY CYPRESS WY","INTERMEZZO WY",202.5902,40,"Major","AC Improved",8103.608,"Good",623005.38304
"SS-006363",80.234,"CARMEL CENTER RD","LONE CYPRESS PL","MONTEREY CYPRESS WY",282.5898,40,"Major","AC Improved",11303.592,"Good",906932.400528
"SS-006364",84.772,"CARMEL CENTER RD","CARMEL MISSION RD","LONE CYPRESS PL",202.8626,40,"Major","AC Improved",8114.504,"Good",687882.733088
"SS-006365",87.814,"CARMEL CENTER RD","FUTURA ST","LUPITA CT",270.0849,40,"Major","AC Improved",10803.396,"Good",948689.416344
"SS-006366",83.01,"CARMEL CENTER RD","SUNSET BLUFFS WY","MENSHA PL",652.8011,40,"Major","AC Improved",26112.044,"Good",2167560.77244
"SS-006367",80.254,"CARMEL CENTER RD","LUPITA CT","CARMEL MISSION RD",342.449,40,"Major","AC Improved",13697.96,"Good",1099316.08184
"SS-006368",60.932,"CARMEL COUNTRY RD","MC GUIRE DR","DEL MAR HEIGHTS RD",1044.6807,98,"Major","AC Improved",102378.7086,"Fair",6238139.4724152
"SS-006369",91.764,"CARMEL COUNTRY RD","CARMEL CANYON RD","CARMEL MISSION RD",1251.5748,98,"Major","AC Improved",122654.3304,"Good",11255251.9748256
"SS-006370",90.67,"CARMEL COUNTRY RD","DEL MAR MESA RD","SHAW VALLEY RD",788.824,78,"Major","AC Improved",61528.272,"Good",5578768.42224
"SS-006371",94.236,"CARMEL COUNTRY RD","CLOVERHURST WY","SAGAMORE WY",742,78,"Collector","AC Improved",57876,"Good",5454002.736
"SS-006372",86.856,"CARMEL COUNTRY RD","DERRYDOWN WY","CLOVERHURST WY",1133,78,"Collector","AC Improved",88374,"Good",7675812.144
"SS-006373",89.664,"CARMEL COUNTRY RD","CRAVEN RIDGE WY","DERRYDOWN WY",907,78,"Collector","AC Improved",70746,"Good",6343369.344
"SS-006374",91.932,"CARMEL COUNTRY RD","STONE HAVEN WY","CRAVEN RIDGE WY",907,78,"Collector","AC Improved",70746,"Good",6503821.272
"SS-006375",90.576,"CARMEL COUNTRY RD","CARMEL MTN RD","STONE HAVEN WY",611,78,"Collector","AC Improved",47658,"Good",4316671.008
"SS-006376",77.568,"CARMEL COUNTRY RD","CARMEL CREEK RD","MC GUIRE DR",2267.1885,70,"Major","AC Improved",158703.195,"Good",12310289.42976
"SS-006377",89.302,"CARMEL COUNTRY RD","CARMEL MISSION RD","CARMEL CREEK RD",1910.1555,98,"Major","AC Improved",187195.239,"Good",16716909.233178
"SS-006378",84.77,"CARMEL COUNTRY RD","SHAW VALLEY RD","CARMEL CANYON RD",2486.7166,78,"Major","AC Improved",193963.8948,"Good",16442319.362196
"SS-006379",92.012,"CARMEL COUNTRY RD","SAGAMORE WY","DEL MAR MESA RD",1811,78,"Collector","AC Improved",141258,"Good",12997431.096
"SS-006380",79.94,"CARMEL CREEK RD","VIA CANDIDIZ","CARMEL CENTER RD",200.1405,37,"Major","AC Improved",7405.1985,"Good",591971.56809
"SS-006381",93.64,"CARMEL CREEK RD","CAM SANDOVAL","VIA CANDIDIZ",261.4548,36,"Major","AC Improved",9412.3728,"Good",881374.588992
"SS-006382",64.736,"CARMEL CREEK RD","CARMEL COUNTRY RD","PASEO MONTANAS",495.7966,44,"Major","AC Improved",21815.0504,"Fair",1412219.1026944
"SS-006383",68.214,"CARMEL CREEK RD","MYKONOS LN","CARMEL COUNTRY RD",603.4935,98,"Major","AC Improved",59142.363,"Fair",4034337.149682
"SS-006384",69.426,"CARMEL CREEK RD","DEL MAR TRAILS RD","MYKONOS LN",606.3871,98,"Major","AC Improved",59425.9358,"Fair",4125705.0188508
"SS-006385",69.92,"CARMEL CREEK RD","CARMEL GROVE RD","DEL MAR TRAILS RD",977.4249,98,"Major","AC Improved",95787.6402,"Fair",6697471.802784
"SS-006386",82.706,"CARMEL CREEK RD","CARMEL MTN RD","MAPLE RIDGE",1315.4886,90,"Major","AC Improved",118393.974,"Good",9791892.013644
"SS-006387",75.474,"CARMEL CREEK RD","CARMEL CENTER RD","MC GUIRE DR",781.3954,36,"Major","AC Improved",28130.2344,"Good",2123101.3111056
"SS-006388",88.574,"CARMEL CREEK RD","PASEO MONTANAS","CAM SANDOVAL",512.3785,36,"Major","AC Improved",18445.626,"Good",1633802.877324
"SS-006389",70.122,"CARMEL CREEK RD","VALLEY CENTRE DR","CARMEL GROVE RD",1557.5019,98,"Major","AC Improved",152635.1862,"Good",10703084.5267164
"SS-006390",69.274,"CARMEL CREEK RD","BEGIN","VALLEY CENTRE DR",1712.7264,98,"Major","AC Improved",167847.1872,"Fair",11627446.0460928
"SS-006391",83.038,"CARMEL GROVE RD","CARMEL CREEK RD","CARMEL PARK DR",595.0022,32,"Major","AC Improved",19040.0704,"Good",1581049.3658752
"SS-006392",74.882,"CARMEL GROVE RD","CARMEL VIEW RD","CARMEL CREEK RD",530.6992,32,"Major","AC Improved",16982.3744,"Good",1271674.1598208
"SS-006393",82.03,"CARMEL KNOLLS DR","SEAGROVE ST","ASHLEY FALLS DR",524.1392,40,"Major","AC Improved",20965.568,"Good",1719805.54304
"SS-006394",91.32,"CARMEL KNOLLS DR","PEARLMAN WY","SEAGROVE ST",832.57,40,"Major","AC Improved",33302.8,"Good",3041211.696
"SS-006395",91.004,"CARMEL KNOLLS DR","BEACHCOMBER CT","PEARLMAN WY",316.0586,40,"Major","AC Improved",12642.344,"Good",1150503.873376
"SS-006396",89.772,"CARMEL KNOLLS DR","SANDHILL TR","BEACHCOMBER CT",288.2037,40,"Major","AC Improved",11528.148,"Good",1034904.902256
"SS-006397",95.864,"CARMEL KNOLLS DR","SANDDOLLAR CT","SANDHILL TR",496.0357,40,"Major","AC Improved",19841.428,"Good",1902078.653792
"SS-006398",88.168,"CARMEL KNOLLS DR","PACIFIC GROVE PL","SANDDOLLAR CT",248.6166,40,"Major","AC Improved",9944.664,"Good",876801.135552
"SS-006399",92.764,"CARMEL KNOLLS DR","SOUTHHAMPTON CV","PACIFIC GROVE PL",237.9515,40,"Major","AC Improved",9518.06,"Good",882933.31784
"SS-006400",80.856,"CARMEL KNOLLS DR","CARMEL CANYON RD","ASHLEY FALLS DR",481.1922,44,"Major","AC Improved",21172.4568,"Good",1711920.1670208
"SS-006401",83.414,"CARMEL KNOLLS DR","AIDA ST","CARMEL CANYON RD",781.9421,39,"Major","AC Improved",30495.7419,"Good",2543771.8148466
"SS-006402",68.622,"CARMEL KNOLLS DR","AZZURO CT","AIDA ST",241.3445,36,"Major","AC Improved",8688.402,"Fair",596215.522044
"SS-006403",87.34,"CARMEL KNOLLS DR","CARMEL CENTER RD","CREST KNOLLS CT",386.7385,36,"Major","AC Improved",13922.586,"Good",1215998.66124
"SS-006404",71.092,"CARMEL KNOLLS DR","CREST KNOLLS CT","AZZURO CT",376.3087,36,"Major","AC Improved",13547.1132,"Good",963091.3716144
"SS-006405",87.616,"CARMEL KNOLLS DR","ASHLEY FALLS DR","WINDY HEIGHTS WY",533.5266,40,"Major","AC Improved",21341.064,"Good",1869818.663424
"SS-006406",93.468,"CARMEL KNOLLS DR","SEABREEZE FARMS DR","SOUTHHAMPTON CV",180.5216,40,"Major","AC Improved",7220.864,"Good",674919.716352
"SS-006407",83.774,"CARMEL KNOLLS DR","SANDY CREST CT","CHANDON CT",265.1553,40,"Major","AC Improved",10606.212,"Good",888524.804088
"SS-006408",90.154,"CARMEL KNOLLS DR","WINDY HEIGHTS WY","ALMONDWOOD WY",548.151,40,"Major","AC Improved",21926.04,"Good",1976720.21016
"SS-006409",88.792,"CARMEL KNOLLS DR","ALMONDWOOD WY","SANDY CREST CT",444.618,40,"Major","AC Improved",17784.72,"Good",1579140.85824
"SS-006410",85.84,"CARMEL MISSION RD","CARMEL COUNTRY RD","CARMEL CENTER RD",671.7368,35,"Major","AC Improved",23510.788,"Good",2018166.04192
"SS-006411",80.012,"CARMEL MTN RD","RANCHO CARMEL DR","CAM DEL NORTE",1310.6524,80,"Collector","AC Improved",104852.192,"Good",8389433.586304
"SS-006412",81.74,"CARMEL MTN RD","HIGHLAND RANCH RD","CONFERENCE WY",983.666,85,"Collector","AC Improved",83611.61,"Good",6834413.0014
"SS-006413",86.076,"CARMEL MTN RD","STONEY PEAK DR","HIGHLAND RANCH RD",1174.5958,85,"Collector","AC Improved",99840.643,"Good",8593883.186868
"SS-006415",66.156,"CARMEL MTN RD","VIA RIMINI","VIA SAN MARCO",1205.6076,32,"Major","AC Improved",38579.4432,"Fair",2552261.6443392
"SS-006416",61.856,"CARMEL MTN RD","VIA CIMA BELLA","SUNDEVIL WY",842.8439,82,"Major","AC Improved",69113.1998,"Fair",4275066.0868288
"SS-006417",63.298,"CARMEL MTN RD","PASEO ALDABRA","VIA CIMA BELLA",789.6832,82,"Major","AC Improved",64754.0224,"Fair",4098800.1098752
"SS-006418",58.828,"CARMEL MTN RD","STONEY CREEK RD","VIA RIMINI",1459.9515,32,"Major","AC Improved",46718.448,"Fair",2748352.858944
"SS-006419",67.83,"CARMEL MTN RD","BLACK MTN RD","PASEO ALDABRA",801.3686,82,"Major","AC Improved",65712.2252,"Fair",4457260.235316
"SS-006420",89.92,"CARMEL MTN RD","TWIN TRAILS DR","SUNDANCE AV",1201.3889,78,"Major","AC Improved",93708.3342,"Good",8426253.411264
"SS-006421",87.216,"CARMEL MTN RD","SUNDANCE AV","BLACK MTN RD",1062,78,"Major","AC Improved",82836,"Good",7224624.576
"SS-006422",72.888,"CARMEL MTN RD","SUNDEVIL WY","PASEO MONTALBAN",1341.9045,82,"Major","AC Improved",110036.169,"Good",8020316.286072
"SS-006423",63.134,"CARMEL MTN RD","CALDERON RD","ENTREKEN WY",297.4819,78,"Major","AC Improved",23203.5882,"Fair",1464935.3374188
"SS-006424",59.29,"CARMEL MTN RD","PASEO CARDIEL","FREEPORT RD",846.2543,82,"Major","AC Improved",69392.8526,"Fair",4114302.230654
"SS-006425",77.23,"CARMEL MTN RD","FREEPORT RD","STONEY CREEK RD",2662.5115,82,"Major","AC Improved",218325.943,"Good",16861312.57789
"SS-006426",67.134,"CARMEL MTN RD","SEDORUS ST","CALDERON RD",991.8686,72,"Major","AC Improved",71414.5392,"Fair",4794343.6746528
