"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-011536",70.132,"FRINK AV","CONRAD AV","LEHRER DR",1081.2169,40,"Residential","AC Improved",43248.676,"Good",3033116.145232
"SS-011537",63.32,"FRINK AV","CLAIREMONT MESA BL","CONRAD AV",317.0256,36,"Residential","AC Improved",11412.9216,"Fair",722666.195712
"SS-011538",33.496,"FRINK AV","BOISE AV","CLAIREMONT MESA BL",390.9807,36,"Residential","AC Improved",14075.3052,"Poor",471466.4229792
"SS-011539",45.96,"FROBISHER CR","FROBISHER ST","END",131.0344,30,"Residential","AC Improved",3931.032,"Fair",180670.23072
"SS-011540",42.82,"FROBISHER ST","REAGAN RD","FROBISHER CR",459.6747,36,"Residential","AC Improved",16548.2892,"Fair",708597.743544
"SS-011541",27.816,"FROBISHER ST","FROBISHER CR","WESTONHILL DR",695.0179,36,"Residential","AC Improved",25020.6444,"Poor",695974.2446304
"SS-011542",63.682,"FRONDOSO DR","BODEGA PL","END",1291.4328,30,"Residential","AC Improved",38742.984,"Fair",2467230.707088
"SS-011543",63.34,"FRONDOSO DR","BODEGA RD","BODEGA PL",169.6642,36,"Residential","AC Improved",6107.9112,"Fair",386875.095408
"SS-011544",58.054,"FRONDOSO DR","BODEGA CT","BODEGA RD",122.6974,36,"Residential","AC Improved",4417.1064,"Fair",256430.6949456
"SS-011545",67,"FRONDOSO DR","ESCALA LN","DAMASCO CT",130.6633,36,"Residential","AC Improved",4703.8788,"Fair",315159.8796
"SS-011546",70.73,"FRONDOSO DR","FLORESTA CT","ESCALA LN",154.0568,36,"Residential","AC Improved",5546.0448,"Good",392271.748704
"SS-011547",74.734,"FRONDOSO DR","FLORESTA WY","FLORESTA CT",242.1907,36,"Residential","AC Improved",8718.8652,"Good",651595.6718568
"SS-011548",71.068,"FRONDOSO DR","BODEGA WY","FLORESTA WY",249.6466,36,"Residential","AC Improved",8987.2776,"Good",638707.8444768
"SS-011549",64.834,"FRONDOSO DR","BEGIN","GREENS EAST RD",431.5562,30,"Residential","AC Improved",12946.686,"Fair",839385.440124
"SS-011550",67.92,"FRONDOSO DR","DAMASCO CT","BODEGA CT",247.519,36,"Residential","AC Improved",8910.684,"Fair",605213.65728
"SS-011551",66.194,"FRONDOSO DR","GREENS EAST RD","BODEGA WY",1665.1458,36,"Residential","AC Improved",59945.2488,"Fair",3968015.7990672
"SS-011552",32.89,"FRONSAC ST","LOIRE AV","END",142.0036,40,"Residential","AC Improved",5680.144,"Poor",186819.93616
"SS-011554",81.83,"FRONT (SB) ST","BEGIN","BORDER VILLAGE RD",349.9819,30,"Residential","AC Improved",10499.457,"Good",859170.56631
"SS-011555",85.982,"FRONT ST","W ARBOR DR","DICKINSON ST",513.0039,40,"Collector","AC Improved",20520.156,"Good",1764364.053192
"SS-011556",74.576,"FRONT ST","ALBATROSS DR","W ARBOR DR",352,40,"Collector","AC Improved",14080,"Good",1050030.08
"SS-011557",67.868,"FRONT ST","W LEWIS ST","ALBATROSS DR",352.1461,40,"Collector","AC Improved",14085.844,"Fair",955978.060592
"SS-011558",81.334,"FRONT ST","W WASHINGTON ST","W LEWIS ST",715.652,50,"Collector","AC Improved",35782.6,"Good",2910341.9884
"SS-011559",68.3,"FRONT ST","BEGIN","W WASHINGTON ST",215.9999,50,"Residential","PCC Jointed Concrete",10799.995,"Fair",737639.6585
"SS-011560",48.556,"FRONT ST","W ROBINSON AV","W UNIVERSITY AV",484.0041,50,"Residential","AC Improved",24200.205,"Fair",1175065.15398
"SS-011561",82.8,"FRONT ST","BEGIN","W ROBINSON AV",247.6015,42,"Residential","AC Improved",10399.263,"Good",861058.9764
"SS-011562",36.09,"FRONT ST","W BROOKES AV","END",238.3645,50,"Residential","AC Improved",11918.225,"Poor",430128.74025
"SS-011563",67.28,"FRONT ST","W WALNUT AV","W BROOKES AV",669.0619,40,"Residential","AC Improved",26762.476,"Fair",1800579.38528
"SS-011564",63.2,"FRONT ST","W UPAS ST","W WALNUT AV",250.5083,36,"Residential","AC Improved",9018.2988,"Fair",569956.48416
"SS-011565",70.75,"FRONT ST","W THORN ST","W UPAS ST",379,36,"Residential","AC Improved",13644,"Good",965313
"SS-011566",59.5,"FRONT ST","W SPRUCE ST","W THORN ST",381,52,"Residential","AC Improved",19812,"Fair",1178814
"SS-011567",31.86,"FRONT ST","BEGIN","W SPRUCE ST",195.0102,40,"Residential","AC Improved",7800.408,"Poor",248520.99888
"SS-011568",14.16,"FRONT ST","W PALM ST","END",380.0015,40,"Residential","AC Improved",15200.06,"Poor",215232.8496
"SS-011571",88.244,"FRONT ST","W MAPLE ST","END",257.8591,52,"Residential","AC Improved",13408.6732,"Good",1183234.9578608
"SS-011572",84.494,"FRONT ST","W LAUREL ST","W MAPLE ST",384.9999,52,"Residential","AC Improved",20019.9948,"Good",1691569.4406312
"SS-011573",76.68,"FRONT ST","W KALMIA ST","W LAUREL ST",376.9999,52,"Residential","AC Improved",19603.9948,"Good",1503234.321264
"SS-011574",82.536,"FRONT ST","W JUNIPER ST","W KALMIA ST",384.0015,52,"Residential","AC Improved",19968.078,"Good",1648085.285808
"SS-011575",78.156,"FRONT ST","W IVY ST","W JUNIPER ST",378.0118,52,"Residential","AC Improved",19656.6136,"Good",1536282.2925216
"SS-011576",69.492,"FRONT ST","W HAWTHORN ST","W IVY ST",380.0117,52,"Residential","AC Improved",19760.6084,"Fair",1373204.1989328
"SS-011577",76.372,"FRONT ST","W GRAPE ST","W HAWTHORN ST",386.0119,52,"Residential","AC Improved",20072.6188,"Good",1532986.0429936
"SS-011578",69.718,"FRONT ST","W FIR ST","W GRAPE ST",375.9999,52,"Residential","AC Improved",19551.9948,"Fair",1363125.9734664
"SS-011580",80.35,"FRONT ST","W CEDAR ST","W DATE ST",380.0055,52,"Collector","AC Improved",19760.286,"Good",1587738.9801
"SS-011581",59.668,"FRONT ST","W BEECH ST","W CEDAR ST",377.0012,52,"Collector","AC Improved",19604.0624,"Fair",1169735.1952832
"SS-011582",68.646,"FRONT ST","W ASH ST","W BEECH ST",375.0012,52,"Collector","AC Improved",19500.0624,"Fair",1338601.2835104
"SS-011583",65.512,"FRONT ST","W A ST","W ASH ST",387.0002,52,"Collector","AC Improved",20124.0104,"Fair",1318364.1693248
"SS-011584",64.74,"FRONT ST","W B ST","W A ST",379,52,"Collector","AC Improved",19708,"Fair",1275895.92
"SS-011585",60.032,"FRONT ST","W C ST","W B ST",380,50,"Collector","AC Improved",19000,"Fair",1140608
"SS-011586",71.488,"FRONT ST","W BROADWAY","W C ST",370,52,"Collector","AC Improved",19240,"Good",1375429.12
"SS-011587",84.664,"FRONT ST","W E ST","W BROADWAY",394,44,"Collector","AC Improved",17336,"Good",1467735.104
"SS-011588",80.16,"FRONT ST","W F ST","W E ST",387,50,"Collector","AC Improved",19350,"Good",1551096
"SS-011589",84.092,"FRONT ST","W G ST","W F ST",375.0016,54,"Collector","AC Improved",20250.0864,"Good",1702870.2655488
"SS-011590",46.532,"FRONT ST","W MARKET ST","W G ST",393.0457,56,"Collector","AC Improved",22010.5592,"Fair",1024195.3406944
"SS-011591",74.42,"FRONT ST","W ISLAND AV","W MARKET ST",383.9999,59,"Collector","PCC Jointed Concrete",22655.9941,"Good",1686059.080922
"SS-011592",68.972,"FRONT ST","W HARBOR DR","W ISLAND AV",417.5117,40,"Collector","PCC Jointed Concrete",16700.468,"Fair",1151864.678896
"SS-011593",46.896,"AERO (FTG) RD","AERO CT","END",999,40,"Residential","AC Improved",39960,"Fair",1873964.16
"SS-011594",46.36,"AERO (FTG) RD","BEGIN","AERO CT",351,19,"Residential","AC Improved",6669,"Fair",309174.84
"SS-011596",81.31,"PACIFIC (FTG) HY","BANDINI ST","COUTS ST",392.9332,40,"Residential","AC Improved",15717.328,"Good",1277975.93968
"SS-011597",80.206,"PACIFIC (FTG) HY","WRIGHT ST","BANDINI ST",372.4904,40,"Residential","AC Improved",14899.616,"Good",1195038.600896
"SS-011598",83.57,"PACIFIC (FTG) HY","ESTUDILLO ST","WRIGHT ST",389,40,"Residential","AC Improved",15560,"Good",1300349.2
"SS-011599",80.46,"PACIFIC (FTG) HY","NOELL ST","ESTUDILLO ST",388.5151,40,"Residential","AC Improved",15540.604,"Good",1250396.99784
"SS-011600",81.738,"PACIFIC (FTG) HY","PACIFIC HY NB OFF RA","NOELL ST",372.0037,40,"Residential","AC Improved",14880.148,"Good",1216273.537224
"SS-011601",78.442,"PACIFIC (FTG) HY","PACIFIC HY NB OFF RA","PACIFIC HY NB OFF RA",409.2065,30,"Residential","AC Improved",12276.195,"Good",962969.28819
"SS-011602",66.934,"PACIFIC (FTG) HY","BEGIN","PACIFIC HY NB OFF RA",262.2275,40,"Residential","AC Improved",10489.1,"Fair",702077.4194
"SS-011604",45.612,"PACIFIC (FTG) HY","W WASHINGTON ST","END",105.4707,40,"Residential","AC Improved",4218.828,"Fair",192429.182736
"SS-011606",45.452,"PACIFIC (FTG) HY","BEGIN","W WASHINGTON ST",88,40,"Residential","AC Improved",3520,"Fair",159991.04
"SS-011607",54.046,"PACIFIC (FTG) HY","PACIFIC HY","END",1336.5748,40,"Residential","AC Improved",53462.992,"Fair",2889460.865632
"SS-011608",55.368,"FRONTERA RD","BEGIN","BERNARDO OAKS DR",460.8363,30,"Residential","AC Improved",13825.089,"Fair",765467.527752
"SS-011609",57.018,"FRONTERA RD","BERNARDO OAKS DR","TESORO DR",579.4335,40,"Residential","AC Improved",23177.34,"Fair",1321525.57212
"SS-011610",35.194,"FROST ST","HEALTH CENTER DR","BERGER AV",1316.1524,40,"Major","AC Improved",52646.096,"Poor",1852826.702624
"SS-011611",36.48,"FROST-MAR PL","BEGIN","CAM SANTA FE",761.4477,50,"Residential","AC Improved",38072.385,"Poor",1388880.6048
"SS-011612",82.448,"FROUDE ST","LOTUS ST","GREENE ST",248.2444,40,"Residential","AC Improved",9929.776,"Good",818690.171648
"SS-011613",80.876,"FROUDE ST","VOLTAIRE ST","LOTUS ST",285.2035,40,"Residential","AC Improved",11408.14,"Good",922644.73064
"SS-011614",61.52,"FROUDE ST","MUIR AV","VOLTAIRE ST",272.2005,40,"Residential","AC Improved",10888.02,"Fair",669830.9904
"SS-011615",73,"FROUDE ST","LONG BRANCH AV","MUIR AV",265.8044,40,"Residential","AC Improved",10632.176,"Good",776148.848
"SS-011616",80.2,"FROUDE ST","BRIGHTON AV","LONG BRANCH AV",280.2042,40,"Residential","AC Improved",11208.168,"Good",898895.0736
"SS-011617",66.268,"FROUDE ST","CAPE MAY AV","BRIGHTON AV",363.0015,36,"Residential","AC Improved",13068.054,"Fair",865993.802472
"SS-011618",50.294,"FROUDE ST","SARATOGA AV","CAPE MAY AV",380.203,36,"Residential","PCC Jointed Concrete",13687.308,"Fair",688389.468552
"SS-011619",57.674,"FROUDE ST","SANTA MONICA AV","SARATOGA AV",378.0077,36,"Residential","AC Improved",13608.2772,"Fair",784843.7792328
"SS-011620",80.984,"FROUDE ST","NEWPORT AV","SANTA MONICA AV",382.4042,36,"Residential","AC Improved",13766.5512,"Good",1114870.3823808
"SS-011621",78.712,"FROUDE ST","NIAGARA AV","NEWPORT AV",378.208,36,"Residential","AC Improved",13615.488,"Good",1071702.291456
"SS-011622",85.12,"FROUDE ST","NARRAGANSETT AV","NIAGARA AV",376.2177,36,"Residential","AC Improved",13543.8372,"Good",1152851.422464
"SS-011623",67.792,"FROUDE ST","DEL MONTE AV","NARRAGANSETT AV",382.6135,36,"Residential","AC Improved",13774.086,"Fair",933772.838112
"SS-011624",78.304,"FROUDE ST","SANTA CRUZ AV","DEL MONTE AV",382.8012,36,"Residential","AC Improved",13780.8432,"Good",1079095.1459328
"SS-011625",78.748,"FROUDE ST","CORONADO AV","SANTA CRUZ AV",379.0141,36,"Residential","AC Improved",13644.5076,"Good",1074477.6844848
"SS-011626",80.272,"FROUDE ST","DEL MAR AV","CORONADO AV",376.6027,36,"Residential","AC Improved",13557.6972,"Good",1088303.4696384
"SS-011627",71.184,"FROUDE ST","ORCHARD AV","DEL MAR AV",383.2079,36,"Residential","AC Improved",13795.4844,"Good",982017.7615296
"SS-011628",71.86,"FROUDE ST","PESCADERO AV","ORCHARD AV",375.2051,36,"Residential","AC Improved",13507.3836,"Good",970640.585496
"SS-011629",86.34,"FROUDE ST","BERMUDA AV","PESCADERO AV",379.4009,36,"Residential","PCC Jointed Concrete",13658.4324,"Good",1179269.053416
"SS-011630",56,"FROUDE ST","POINT LOMA AV","BERMUDA AV",372.6524,36,"Residential","PCC Jointed Concrete",13415.4864,"Fair",751267.2384
"SS-011631",61.864,"FROUDE ST","ADAIR ST","POINT LOMA AV",309.7207,34,"Residential","AC Improved",10530.5038,"Fair",651459.0870832
"SS-011632",67.436,"FROUDE ST","TIVOLI ST","ADAIR ST",302.2001,29,"Residential","AC Improved",8763.8029,"Fair",590995.8123644
"SS-011633",47.13,"FROUDE ST","GRANGER ST","TIVOLI ST",307.207,29,"Residential","AC Improved",8909.003,"Fair",419881.31139
"SS-011634",59.144,"FROUDE ST","OSPREY ST","GRANGER ST",301.6025,29,"Residential","AC Improved",8746.4725,"Fair",517301.36954
"SS-011635",47.164,"FROUDE ST","ALHAMBRA ST","OSPREY ST",307.2004,29,"Residential","AC Improved",8908.8116,"Fair",420175.1903024
"SS-011636",53.51,"FROUDE ST","DEVONSHIRE DR","ALHAMBRA ST",280.8069,29,"Residential","AC Improved",8143.4001,"Fair",435753.339351
"SS-011637",75.564,"FROUDE ST","SUNSET CLIFFS BL","DEVONSHIRE DR",396.4586,36,"Residential","AC Improved",14272.5096,"Good",1078487.9154144
"SS-011638",42.256,"FRYDEN CT","BRILLDEN CT","AVATI DR",555.8976,28,"Residential","AC Improved",15565.1328,"Fair",657720.2515968
"SS-011640",84.1,"FUCHSIA LN","FIRETHORN ST","CRABAPPLE CT",339.4631,36,"Residential","AC Improved",12220.6716,"Good",1027758.48156
"SS-011641",79.338,"FUCHSIA LN","CRABAPPLE CT","ZINNIA CT",260.0174,36,"Residential","AC Improved",9360.6264,"Good",742653.3773232
"SS-011642",82.842,"FUCHSIA LN","ZINNIA CT","EL CEDRO CT",263.0017,36,"Residential","AC Improved",9468.0612,"Good",784353.1259304
"SS-011643",83.954,"FUCHSIA LN","EL CEDRO CT","BAYBERRY CT",297.027,36,"Residential","AC Improved",10692.972,"Good",897717.771288
"SS-011644",79.914,"FUCHSIA LN","BAYBERRY CT","COLEUS CT",279.0073,36,"Residential","AC Improved",10044.2628,"Good",802677.2173992
"SS-011645",79.996,"FUCHSIA LN","COLEUS CT","DARWIN WY",641.1059,36,"Residential","AC Improved",23079.8124,"Good",1846292.6727504
"SS-011646",72.174,"FUJI ST","JAMIE AV","LEIGHTON CT",1385,36,"Residential","AC Improved",49860,"Good",3598595.64
"SS-011647",66.64,"FULHAM WY","HAMPSTEAD WY","DONNINGTON WY",137.9857,36,"Residential","AC Improved",4967.4852,"Fair",331033.213728
"SS-011648",72.684,"FULHAM WY","DONNINGTON WY","TOOMA ST",151.4002,36,"Residential","AC Improved",5450.4072,"Good",396157.3969248
"SS-011649",79.312,"FULLERTON AV","MARTINDALE CT","MONARCH ST",258.1412,36,"Residential","AC Improved",9293.0832,"Good",737053.0147584
"SS-011650",81.754,"FULLERTON AV","MARATHON DR","MARTINDALE CT",251.0162,36,"Residential","AC Improved",9036.5832,"Good",738776.8229328
"SS-011651",68.414,"FULLERTON AV","MISSION VILLAGE DR","MARATHON DR",272.0385,40,"Residential","AC Improved",10881.54,"Fair",744449.67756
"SS-011652",88.844,"FULLERTON AV","MELBOURNE DR","MISSION VILLAGE DR",277.9101,40,"Residential","AC Improved",11116.404,"Good",987625.796976
"SS-011653",93.68,"FULLERTON AV","BRONX PL","MELBOURNE DR",323.8822,40,"Residential","AC Improved",12955.288,"Good",1213651.37984
"SS-011654",90.172,"FULLERTON AV","AMULET ST","BRONX PL",294.029,40,"Residential","AC Improved",11761.16,"Good",1060527.31952
"SS-011655",88,"FULWOOD LN","CRANDALL DR","END",94.6254,30,"Residential","AC Improved",2838.762,"Good",249811.056
"SS-011656",54.944,"FULMAR ST","60TH ST","WEAVER ST",799.4584,30,"Residential","AC Unimproved",23983.752,"Fair",1317763.269888
"SS-011657",95.952,"FULMAR ST","WEAVER ST","TOOLEY ST",688.5363,30,"Residential","AC Unimproved",20656.089,"Good",1981993.051728
"SS-011658",67.512,"FULTON ST","LEVANT ST","EASTMAN ST",477.1207,40,"Residential","AC Improved",19084.828,"Fair",1288454.907936
"SS-011659",62.992,"FULTON ST","EASTMAN ST","LINDA VISTA RD",174.6424,40,"Residential","AC Improved",6985.696,"Fair",440042.962432
"SS-011660",67,"FULTON ST","LINDA VISTA RD","HYATT ST",174.4134,32,"Residential","AC Improved",5581.2288,"Fair",373942.3296
"SS-011661",83.108,"FULTON ST","HYATT ST","CRANDALL CT",442.4881,32,"Residential","AC Improved",14159.6192,"Good",1176777.6324736
"SS-011662",72.916,"FULTON ST","COMSTOCK ST","ULRIC ST",923.8418,36,"Residential","AC Improved",33258.3048,"Good",2425062.5527968
"SS-011663",79.272,"FULTON ST","WEST INGERSOLL ST","EAST INGERSOLL ST",273.1975,32,"Residential","AC Improved",8742.32,"Good",693021.19104
"SS-011664",91.9,"FULTON ST","EAST INGERSOLL ST","JUDSON ST",202.7117,32,"Residential","AC Improved",6486.7744,"Good",596134.56736
"SS-011665",81.756,"FULTON ST","JUDSON ST","END",291.7796,28,"Residential","AC Improved",8169.8288,"Good",667932.5233728
"SS-011666",78.812,"FULTON ST","ULRIC ST","LEVANT ST",1053.9889,40,"Residential","AC Improved",42159.556,"Good",3322678.927472
"SS-011667",79.854,"FULTON ST","CRANDALL CT","WEST INGERSOLL ST",885.1047,32,"Residential","AC Improved",28323.3504,"Good",2261732.8228416
"SS-011668",67,"FUTURA ST","CARMEL CENTER RD","END",362.7009,28,"Residential","AC Improved",10155.6252,"Fair",680426.8884
"SS-011669",73.962,"FUTURA ST","MISTRAL PL","CARMEL CENTER RD",629.9099,30,"Residential","AC Improved",18897.297,"Good",1397681.880714
"SS-011670",46.904,"G ST","01ST AV","02ND AV",284.0071,52,"Collector","AC Improved",14768.3692,"Fair",692695.5889568
"SS-011671",39.022,"G ST","02ND AV","03RD AV",281.0015,52,"Collector","AC Improved",14612.078,"Poor",570192.507716
"SS-011672",82.874,"G ST","08TH AV","09TH AV",282.0019,52,"Collector","AC Improved",14664.0988,"Good",1215272.5239512
"SS-011673",84.624,"G ST","07TH AV","08TH AV",280.0001,52,"Collector","AC Improved",14560.0052,"Good",1232125.8800448
"SS-011674",76.784,"G ST","09TH AV","10TH AV",282.0015,52,"Collector","AC Improved",14664.078,"Good",1125966.565152
"SS-011675",70.05,"G ST","06TH AV","07TH AV",279.0019,52,"Collector","AC Improved",14508.0988,"Good",1016292.32094
"SS-011676",60.454,"G ST","05TH AV","06TH AV",278.9998,52,"Collector","AC Improved",14507.9896,"Fair",877066.0032784
"SS-011677",61.28,"G ST","10TH AV","11TH AV",280,52,"Collector","AC Improved",14560,"Fair",892236.8
"SS-011678",81.148,"G ST","11TH AV","PARK BL",279,52,"Collector","AC Improved",14508,"Good",1177295.184
"SS-011679",60.76,"G ST","04TH AV","05TH AV",286.0018,52,"Collector","AC Improved",14872.0936,"Fair",903628.407136
"SS-011680",48.664,"G ST","03RD AV","04TH AV",276.0074,52,"Collector","AC Improved",14352.3848,"Fair",698444.4539072
"SS-011681",82.064,"G ST","PARK BL","13TH ST",280,52,"Collector","AC Improved",14560,"Good",1194851.84
"SS-011682",83.866,"G ST","13TH ST","14TH ST",280,52,"Collector","AC Improved",14560,"Good",1221088.96
"SS-011683",79.824,"G ST","14TH ST","15TH ST",481.0011,52,"Collector","AC Improved",25012.0572,"Good",1996562.4539328
"SS-011684",67.216,"G ST","15TH ST","16TH ST",281.0019,52,"Collector","AC Improved",14612.0988,"Fair",982166.8329408
"SS-011685",66.346,"G ST","16TH ST","17TH ST",283.0068,52,"Collector","AC Improved",14716.3536,"Fair",976371.1959456
"SS-011686",51.15,"G ST","22ND ST","24TH ST",479.0094,52,"Residential","AC Improved",24908.4888,"Fair",1274069.20212
"SS-011687",52.834,"G ST","24TH ST","25TH ST",675.06,52,"Residential","AC Improved",35103.12,"Fair",1854638.24208
"SS-011688",51.41,"G ST","21ST ST","22ND ST",279.8105,52,"Residential","AC Improved",14550.146,"Fair",748023.00586
"SS-011689",58.28,"G ST","30TH ST","30TH PL",189.9999,52,"Residential","AC Improved",9879.9948,"Fair",575806.096944
"SS-011690",57.64,"G ST","20TH ST","21ST ST",286.0067,32,"Residential","AC Improved",9152.2144,"Fair",527533.638016
"SS-011691",57.248,"G ST","27TH ST","28TH ST",694.0179,40,"Residential","PCC Jointed Concrete",27760.716,"Fair",1589245.469568
"SS-011692",59.9,"G ST","31ST ST","32ND ST",657.019,40,"Residential","AC Improved",26280.76,"Fair",1574217.524
"SS-011693",66.774,"G ST","30TH PL","31ST ST",664.0271,40,"Residential","AC Improved",26561.084,"Fair",1773589.823016
"SS-011696",64.928,"G ST","19TH ST","20TH ST",303.2151,40,"Residential","AC Improved",12128.604,"Fair",787486.000512
"SS-011697",68.97,"G ST","45TH ST","BOYLSTON ST",494.0578,30,"Residential","AC Improved",14821.734,"Fair",1022254.99398
"SS-011698",66.692,"G ST","44TH ST","45TH ST",527.4221,30,"Residential","AC Improved",15822.663,"Fair",1055245.040796
"SS-011699",78.432,"G ST","17TH ST","SR-94 EB ON RA",281.4375,52,"Collector","AC Improved",14634.75,"Good",1147832.712
"SS-011700",57.476,"G ST","26TH ST","27TH ST",655.001,40,"Residential","AC Improved",26200.04,"Fair",1505873.49904
"SS-011701",46.876,"G ST","25TH ST","26TH ST",651.0036,40,"Residential","PCC Jointed Concrete",26040.144,"Fair",1220657.790144
"SS-011702",86.092,"GABACHO DR","SANDIA PL","LA CUENTA DR",308.2285,36,"Residential","AC Improved",11096.226,"Good",955296.288792
"SS-011703",85.958,"GABACHO DR","MONTEGO DR","SANDIA PL",1648.5671,36,"Residential","AC Improved",59348.4156,"Good",5101471.1081448
"SS-011704",64.928,"GABARDA RD","HORADO RD","END",267.3531,30,"Residential","AC Improved",8020.593,"Fair",520761.062304
"SS-011705",81.516,"GABARDA RD","PALERO RD","HORADO RD",248.5839,36,"Residential","AC Improved",8949.0204,"Good",729488.3469264
"SS-011706",89.542,"GABARDA RD","OCASO DR","PALERO RD",263.3039,36,"Residential","AC Improved",9478.9404,"Good",848763.2812968
"SS-011707",86.732,"GABARDA RD","OPIMO DR","OCASO DR",323.8993,36,"Residential","AC Improved",11660.3748,"Good",1011327.6271536
"SS-011708",83.754,"GABARDA RD","HIGA PL","OPIMO DR",345.2162,36,"Residential","AC Improved",12427.7832,"Good",1040876.5541328
"SS-011709",85.71,"GABARDA RD","RELINDO DR","HIGA PL",246.1482,36,"Residential","AC Improved",8861.3352,"Good",759505.039992
"SS-011710",85.614,"GABARDA RD","BENDITO DR","RELINDO DR",327.827,36,"Residential","AC Improved",11801.772,"Good",1010396.908008
"SS-011711",87.668,"GABARDA RD","MANTILLA RD","BENDITO DR",252.5175,36,"Residential","AC Improved",9090.63,"Good",796957.35084
"SS-011712",80.708,"GABARDA RD","LOMICA DR","MANTILLA RD",229.4669,36,"Residential","AC Improved",8260.8084,"Good",666713.3243472
"SS-011713",81.384,"GABILAN RD","POCANO WY","DEL PENA CT",162,36,"Residential","AC Improved",5832,"Good",474631.488
"SS-011714",66.908,"GABILAN RD","DEL PENA CT","END",301.0428,36,"Residential","AC Improved",10837.5408,"Fair",725118.1798464
"SS-011715",71.074,"GABILAN RD","ROTELLA CT","POCANO WY",251,36,"Residential","AC Improved",9036,"Good",642224.664
"SS-011716",72.324,"GABILAN RD","MORANDA CT","ROTELLA CT",197,36,"Residential","AC Improved",7092,"Good",512921.808
"SS-011717",75.746,"GABILAN RD","EAGLES CREEK CT","MORANDA CT",264,36,"Residential","AC Improved",9504,"Good",719889.984
"SS-011718",79.192,"GABILAN RD","WALLABY CT","EAGLES CREEK CT",249,36,"Residential","AC Improved",8964,"Good",709877.088
"SS-011719",72.436,"GABILAN RD","EVENING CREEK E DR","WALLABY CT",228,36,"Residential","AC Improved",8208,"Good",594554.688
"SS-011720",69.056,"GABLE RIDGE RD","EASTBOURNE RD","WAVERLY DOWNS LN",772.5999,36,"Residential","AC Improved",27813.5964,"Fair",1920695.7129984
"SS-011721",82.776,"GABLES ST","E 19TH ST","FLINTRIDGE DR",840.0506,30,"Residential","AC Improved",25201.518,"Good",2086080.853968
"SS-011724",70.33,"GAFFNEY CT","BENCHLEY RD","END",523.0848,32,"Residential","AC Improved",16738.7136,"Good",1177233.727488
"SS-011725",62.73,"GAGE DR","CHARLES ST","JENNINGS ST",691.5036,40,"Residential","AC Improved",27660.144,"Fair",1735120.83312
"SS-011727",55.584,"GAGE DR","GAGE PL","CHARLES ST",607.4244,40,"Residential","AC Improved",24296.976,"Fair",1350523.113984
"SS-011728",67.264,"GAGE DR","DUPONT ST","GAGE PL",420.6377,40,"Residential","AC Improved",16825.508,"Fair",1131750.970112
"SS-011730",66.17,"GAGE DR","JENNINGS ST","TALBOT ST",1097.7618,40,"Residential","AC Improved",43910.472,"Fair",2905555.93224
"SS-011731",37.61,"GAGE DR","BEGIN","DUPONT ST",680.3435,28,"Residential","AC Improved",19049.618,"Poor",716456.13298
"SS-011732",43.32,"GAGE PL","BEGIN","GAGE DR",197.9519,30,"Residential","AC Improved",5938.557,"Fair",257258.28924
"SS-011733",93.768,"GAI DR","EBERSOLE DR","DARWIN WY",440.0103,36,"Residential","AC Improved",15840.3708,"Good",1485319.8891744
"SS-011734",79.984,"GAILES BL","OTAY MESA RD","ST ANDREWS AV",683.6295,78,"Residential","AC Improved",53323.101,"Good",4264994.910384
"SS-011735",82.426,"GAIN DR","JACKIE DR","REGNER RD",691.5135,36,"Residential","AC Improved",24894.486,"Good",2051952.903036
"SS-011740",51,"GAINES ST","FRESNO ST","GOSHEN ST",191.8462,20,"Residential","AC Improved",3836.924,"Fair",195683.124
"SS-011741",80.808,"GAINES ST","EUREKA ST","FRESNO ST",252.7231,20,"Residential","AC Improved",5054.462,"Good",408440.965296
"SS-011742",82.088,"GAINES ST","DONAHUE ST","EUREKA ST",251.754,20,"Residential","AC Improved",5035.08,"Good",413319.64704
"SS-011743",73.336,"GAINES ST","COLUSA ST","DONAHUE ST",246.6615,20,"Residential","AC Improved",4933.23,"Good",361783.35528
"SS-011744",68.132,"GAINES ST","BENICIA ST","COLUSA ST",457.9357,36,"Residential","AC Improved",16485.6852,"Fair",1123202.7040464
"SS-011745",73.492,"GAINES ST","NAPA ST","AZUSA ST",941.1552,40,"Residential","AC Improved",37646.208,"Good",2766695.118336
"SS-011750",68.66,"GAINES ST","MOORE ST","JEFFERSON ST",349.6069,40,"Residential","PCC Jointed Concrete",13984.276,"Fair",960160.39016
"SS-011751",87.8,"GAINES ST","CAM DEL RIO WEST","HANCOCK ST",350.8217,40,"Residential","PCC Jointed Concrete",14032.868,"Good",1232085.8104
"SS-011752",76.848,"GAINES ST","CAUBY ST","MIDWAY DR",529.2182,40,"Residential","AC Improved",21168.728,"Good",1626774.409344
"SS-011756",53.99,"GAINES ST","HANCOCK ST","MOORE ST",344.4047,40,"Residential","PCC Jointed Concrete",13776.188,"Fair",743776.39012
"SS-011757",68.52,"GAINSBOROUGH AV","BEGIN","SPARREN AV",489.9325,36,"Residential","AC Improved",17637.57,"Fair",1208526.2964
"SS-011758",70.456,"GAINSBOROUGH AV","SPARREN AV","BARRYMORE ST",736.174,30,"Residential","AC Improved",22085.22,"Good",1556036.26032
