,Unnamed: 0,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
249,9640,SS-008449,57.334,CUNARD ST,ELM AV,CHADWELL AV,271.0164,36.0,Local,AC Improved,9756.5904,Fair,559384.3539936,32.580138899999994,-117.0793432,32.5793711,-117.07935149999999
250,9641,SS-008450,49.614,CUNARD ST,CHADWELL AV,CAULFIELD DR,278.7663,36.0,Local,AC Improved,10035.5868,Fair,497905.6034952,32.5793711,-117.07935149999999,32.578652500000004,-117.07920179999999
251,9642,SS-008451,54.79,CURIE PL,BLOCH ST,BRAGG ST,2075.1985,28.0,Local,AC Improved,58105.558,Fair,3183603.52282,32.840221,-117.231247,32.840963300000006,-117.2250209
252,9643,SS-008452,36.534,CURIE PL,BRAGG ST,CURIE ST,495.8556,36.0,Local,AC Improved,17850.8016,Poor,652161.1856544,32.840963300000006,-117.2250209,32.84123599999999,-117.223557
253,9644,SS-008453,36.416,CURIE ST,PIRE AV,DALEN AV,341.9395,40.0,Local,PCC Jointed Concrete,13677.58,Poor,498082.75328,32.841724,-117.220688,32.842346,-117.219849
254,9645,SS-008454,50.442,CURIE ST,CURIE PL,CURIE WY,738.0,40.0,Local,AC Improved,29520.0,Fair,1489047.84,32.84123599999999,-117.223557,32.841136999999996,-117.22216
255,9646,SS-008455,47.076,CURIE ST,CURIE WY,PIRE AV,234.0,40.0,Local,AC Improved,9360.0,Fair,440631.36,32.841136999999996,-117.22216,32.841724,-117.220688
256,9647,SS-008459,89.208,CURLEW ST,W PENNSYLVANIA AV,SLOANE AV,166.0057,40.0,Collector,AC Improved,6640.228,Good,592361.459424,32.7456974,-117.16752290000001,32.737565999999994,-117.16761979999998
257,9648,SS-008460,75.334,CURLEW ST,OTSEGO DR,W PENNSYLVANIA AV,699.6191,40.0,Residential,AC Improved,27984.764,Good,2108204.211176,32.7438205,-117.1674338,32.7456974,-117.16752290000001
258,9649,SS-008462,86.764,CURLEW ST,W BROOKES AV,OTSEGO DR,179.175,40.0,Residential,AC Improved,7167.0,Good,621837.588,32.7432335,-117.16027290000001,32.7438205,-117.1674338
259,9650,SS-008463,83.56200000000003,CURLEW ST,REYNARD WY,W BROOKES AV,1227.7813,40.0,Residential,AC Improved,49111.252,Good,4103834.439624,32.7407314,-117.1690038,32.7432335,-117.16027290000001
260,9651,SS-008465,71.532,CURLEW ST,W SPRUCE ST,W THORN ST,381.4997,52.0,Collector,AC Improved,19837.9844,Good,1419050.7001008,32.7386776,-117.1676281,32.739605499999996,-117.167648
261,9653,SS-008469,98.272,CURLEW ST,HORTON AV,W LAUREL ST,198.0025,50.0,Residential,AC Improved,9900.125,Good,972905.084,32.731353000000006,-117.16780320000001,32.731353000000006,-117.16780320000001
262,9654,SS-008470,87.52799999999998,CURLEW ST,W KALMIA ST,HORTON AV,183.0109,50.0,Residential,AC Improved,9150.545,Good,800928.9027600002,32.7302945,-117.16756940000002,32.731353000000006,-117.16780320000001
263,9655,SS-008471,86.76799999999999,CURLEW ST,W JUNIPER ST,W KALMIA ST,391.0207,50.0,Residential,AC Improved,19551.035,Good,1696404.20488,32.7291843,-117.16757549999998,32.7302945,-117.16756940000002
264,9656,SS-008472,76.692,CURLEW ST,UNION ST,W JUNIPER ST,188.0,40.0,Residential,AC Improved,7520.0,Good,576723.84,32.7289234,-117.16764979999999,32.7291843,-117.16757549999998
265,9657,SS-008473,72.274,CURLEW ST,SLOANE AV,W ROBINSON AV,317.3923,40.0,Residential,AC Improved,12695.692,Good,917568.443608,32.737565999999994,-117.16761979999998,32.7466371,-117.1677439
266,9658,SS-008474,53.45,CURLEW ST,W PALM ST,W SPRUCE ST,1136.3482,30.0,Collector,PCC Jointed Concrete,34090.446,Fair,1822134.3387,32.7357307,-117.1676577,32.7386776,-117.1676281
267,9659,SS-008475,85.37,CURRANT ST,CULLEN ST,BALTIC ST,407.1566,30.0,Residential,PCC Jointed Concrete,12214.698,Good,1042768.76826,32.8046276,-117.15650159999998,32.805722700000004,-117.15660679999999
268,9663,SS-008479,80.176,CURTIS ST,CHATSWORTH BL,POINSETTIA DR,948.2541,26.0,Residential,AC Improved,24654.6066,Good,1976707.7387616,32.7425083,-117.2231321,32.744283,-117.22526709999998
269,9664,SS-008480,68.91199999999999,CURTIS ST,CLOVE ST,CHATSWORTH BL,423.8515,34.0,Residential,PCC Jointed Concrete,14410.951,Fair,993087.455312,32.7418548,-117.22203359999999,32.7425083,-117.2231321
270,9665,SS-008481,64.972,CURTIS ST,PLUM ST,CLOVE ST,371.6517,34.0,Residential,PCC Jointed Concrete,12636.1578,Fair,820996.4445816,32.7412695,-117.2210514,32.7418548,-117.22203359999999
271,9666,SS-008482,63.762,CURTIS ST,WILLOW ST,PLUM ST,370.8423,34.0,Residential,PCC Jointed Concrete,12608.6382,Fair,803951.9889084002,32.740646000000005,-117.22006999999999,32.7412695,-117.2210514
272,9667,SS-008483,74.312,CURTIS ST,EVERGREEN ST,WILLOW ST,371.6021,34.0,Residential,PCC Jointed Concrete,12634.4714,Good,938892.8386768,32.7400516,-117.2190981,32.740646000000005,-117.22006999999999
273,9668,SS-008484,98.0,CURTIS ST,LOCUST ST,EVERGREEN ST,365.2027,34.0,Residential,PCC Jointed Concrete,12416.8918,Good,1216855.3964,32.7394578,-117.2181192,32.7400516,-117.2190981
274,9669,SS-008485,76.132,CURTIS ST,ROSECRANS ST,LOCUST ST,388.001,34.0,Residential,PCC Jointed Concrete,13192.034,Good,1004335.932488,32.7388014,-117.2170425,32.7394578,-117.2181192
275,9671,SS-008487,62.474,CUSHMAN AV,BROWNELL ST,PLAINVIEW RD,247.1639,16.0,Residential,AC Improved,3954.6224,Fair,247061.0798176,32.7725582,-117.19526029999999,32.773163800000006,-117.19486029999999
276,9672,SS-008488,74.658,CUSHMAN AV,SOLAR ST,BROWNELL ST,247.1639,16.0,Residential,AC Improved,3954.6224,Good,295244.19913920003,32.7720497,-117.195823,32.7725582,-117.19526029999999
277,9674,SS-008490,63.74,CUSHMAN AV,CUSHMAN PL,SAVANNAH ST,160.616,40.0,Residential,AC Improved,6424.64,Fair,409506.5536,32.7686662,-117.19869270000001,32.76897,-117.1984324
278,9675,SS-008492,67.616,CUSHMAN AV,MORENA PL,CUSHMAN PL,165.7899,40.0,Residential,AC Improved,6631.596,Fair,448401.995136,32.7682642,-117.1990597,32.7686662,-117.19869270000001
279,9676,SS-008493,60.4,CUSHMAN AV,MORENA BL,MORENA PL,177.4567,40.0,Residential,AC Improved,7098.268,Fair,428735.3872,32.767920600000004,-117.1993692,32.7682642,-117.1990597
280,9680,SS-008497,84.126,CUSTOMHOUSE PZ,HARVEST RD,CUSTOMHOUSE CT,451.1792,64.0,Major,AC Improved,28875.4688,Good,2429177.6882688,32.5531224,-116.9452794,32.5517215,-116.9427248
281,9681,SS-008498,83.464,CUSTOMHOUSE PZ,CUSTOMHOUSE CT,OTAY CENTER DR,786.2915,64.0,Major,AC Improved,50322.656,Good,4200130.160383998,32.5517215,-116.9427248,32.5517311,-116.9421432
282,9684,SS-008502,90.036,CUVIER ST,MARINE ST,PEARL ST,599.1771,51.0,Residential,AC Improved,30558.0321,Good,2751322.9781556,32.8378038,-117.2768175,32.8393867,-117.27728859999999
283,9685,SS-008503,95.05,CUVIER ST,PROSPECT ST,COAST SOUTH BL,411.6497,41.0,Residential,AC Improved,16877.6377,Good,1604219.463385,32.8430624,-117.2784872,32.8441384,-117.278884
284,9686,SS-008504,96.0,CUVIER ST,SEA LN,MARINE ST,362.2737,30.0,Residential,AC Improved,10868.211,Good,1043348.256,32.83680870000001,-117.27659609999999,32.8378038,-117.2768175
285,9687,SS-008505,84.38799999999998,CUYAMACA AV,FRANKLIN AV,JAMUL AV,490.9263,29.0,Residential,AC Improved,14236.8627,Good,1201420.3695276,32.7021955,-117.10675159999998,32.700904,-117.10630890000002
286,9688,SS-008506,94.0,CUYAMACA AV,JAMUL AV,OCEAN VIEW BL,138.2463,29.0,Residential,AC Improved,4009.1427,Good,376859.4138,32.700904,-117.10630890000002,32.7005423,-117.1061909
287,9690,SS-008508,45.74,CYPRESS AV,CYPRESS WY,VERMONT ST,469.0011,26.0,Residential,AC Improved,12194.0286,Fair,557754.868164,32.7443562,-117.15496100000001,32.7443649,-117.1534101
288,9691,SS-008509,65.44,CYPRESS AV,VERMONT ST,CYPRESS CT,237.002,33.0,Residential,PCC Jointed Concrete,7821.066,Fair,511810.55904,32.7443649,-117.1534101,32.7443617,-117.1526793
289,9692,SS-008510,78.4,CYPRESS AV,CYPRESS CT,RICHMOND ST,270.0156,33.0,Residential,PCC Jointed Concrete,8910.5148,Good,698584.36032,32.7443617,-117.1526793,32.743811300000004,-117.15121090000002
290,9693,SS-008512,83.012,CYPRESS AV,ALBERT ST,HERBERT ST,279.0162,40.0,Residential,AC Improved,11160.648,Good,926467.711776,32.74381210000001,-117.1501422,32.7443244,-117.14923529999999
291,9694,SS-008513,70.05,CYPRESS AV,INDIANA ST,CRESTWOOD PL,188.0029,40.0,Residential,PCC Jointed Concrete,7520.116,Good,526784.1258,32.7443385,-117.1461987,32.7443388,-117.14555870000001
292,9695,SS-008514,56.17,CYPRESS AV,CRESTWOOD PL,GEORGIA ST,189.0026,40.0,Residential,PCC Jointed Concrete,7560.104,Fair,424651.04168,32.7443388,-117.14555870000001,32.7443438,-117.14496090000002
293,9696,SS-008515,65.6,CYPRESS AV,GEORGIA ST,WILSHIRE TR,192.0025,40.0,Residential,PCC Jointed Concrete,7680.1,Fair,503814.56,32.7443438,-117.14496090000002,32.744347499999996,-117.14433899999999
294,9697,SS-008516,90.0,CYPRESS AV,WILSHIRE TR,FLORIDA ST,186.0026,40.0,Residential,PCC Jointed Concrete,7440.104,Good,669609.36,32.744347499999996,-117.14433899999999,32.744354200000004,-117.14371299999999
295,9698,SS-008517,77.16,CYPRESS AV,HERBERT ST,PARK BL,524.0016,40.0,Residential,AC Improved,20960.064,Good,1617278.53824,32.7443244,-117.14923529999999,32.744336499999996,-117.14754270000002
296,9699,SS-008518,89.2,CYPRESS AV,PARK BL,INDIANA ST,416.0047,40.0,Residential,AC Improved,16640.188000000002,Good,1484304.7696,32.744336499999996,-117.14754270000002,32.7443385,-117.1461987
297,9700,SS-008519,25.8,CYPRESS AV,FLORIDA ST,ALABAMA ST,460.0045,40.0,Residential,AC Improved,18400.18,Poor,474724.644,32.744354200000004,-117.14371299999999,32.7446225,-117.1473789
298,9701,SS-008520,73.172,CYPRESS CANYON PARK DR,EVERGOLD ST,JAGUAR CT,200.0,40.0,Residential,AC Improved,8000.0,Good,585376.0,32.9291031,-117.0689164,32.9290255,-117.0695297
299,9702,SS-008521,89.212,CYPRESS CANYON PARK DR,JAGUAR CT,ANGELIQUE ST,526.0,40.0,Residential,AC Improved,21040.0,Good,1877020.48,32.9290255,-117.0695297,32.9286769,-117.07121799999999
300,9703,SS-008522,94.316,CYPRESS CANYON PARK DR,CYPRESS WOODS DR,CYPRESS TERRACE PL,246.3435,40.0,Prime,AC Improved,9853.74,Good,929365.34184,32.92694300000001,-117.06470719999999,32.9275249,-117.065183
301,9704,SS-008523,85.852,CYPRESS CANYON PARK DR,CYPRESS CANYON RD,CYPRESS WOODS DR,1092.724,40.0,Prime,AC Improved,43708.96,Good,3752501.63392,32.9240419,-117.0638381,32.92694300000001,-117.06470719999999
302,9705,SS-008524,84.544,CYPRESS CANYON PARK DR,CYPRESS TERRACE PL,CITY BOUNDARY,107.6912,40.0,Prime,AC Improved,4307.648,Good,364185.792512,32.9275249,-117.065183,32.9257849,-117.0643634
303,9706,SS-008526,85.84,CYPRESS CANYON RD,BLUE CYPRESS DR,ALDERHILL TR,1311.9554,72.0,Major,AC Improved,94460.7888,Good,8108514.110592,32.9287328,-117.0782005,32.9306822,-117.0817284
304,9707,SS-008527,85.64,CYPRESS CANYON RD,CYPRESS VALLEY DR,BLUE CYPRESS DR,761.4671,72.0,Prime,AC Improved,54825.6312,Good,4695267.055968,32.9280369,-117.0758467,32.9287328,-117.0782005
305,9708,SS-008528,73.77199999999998,CYPRESS CANYON RD,SUN RAY CT,CYPRESS VALLEY DR,318.5903,40.0,Prime,AC Improved,12743.612,Good,940121.744464,32.9280141,-117.07478700000001,32.9280369,-117.0758467
306,9709,SS-008529,83.75200000000002,CYPRESS CANYON RD,ZIRBEL WY,SUN RAY CT,699.5096,40.0,Prime,AC Improved,27980.384,Good,2343413.120768,32.927665000000005,-117.07256979999998,32.9280141,-117.07478700000001
307,9710,SS-008530,83.272,CYPRESS CANYON RD,ANGELIQUE ST,ZIRBEL WY,391.959,40.0,Prime,AC Improved,15678.36,Good,1305568.3939200002,32.9276114,-117.0713104,32.927665000000005,-117.07256979999998
308,9712,SS-008532,86.704,CYPRESS CANYON RD,ALDERHILL TR,SCRIPPS POWAY PY,1577.277,92.0,Major,AC Improved,145109.484,Good,12581572.700736,32.9306822,-117.0817284,32.9330395,-117.0833384
309,9718,SS-008538,100.0,CYPRESS DR,W HALL AV,SELLSWAY ST,167.878,20.0,Residential,PCC Jointed Concrete,3357.56,Good,335756.0,32.554586,-117.04508840000001,32.5551016,-117.0451035
310,9719,SS-008539,75.76,CYPRESS DR,TENNIE ST,W HALL AV,172.0029,20.0,Residential,PCC Jointed Concrete,3440.058,Good,260618.79408,32.5541117,-117.04508799999999,32.554586,-117.04508840000001
311,9720,SS-008540,94.67,CYPRESS DR,BLANCHE ST,TENNIE ST,383.0208,20.0,Residential,PCC Jointed Concrete,7660.416,Good,725211.58272,32.5530739,-117.0450905,32.5541117,-117.04508799999999
312,9721,SS-008541,92.0,CYPRESS DR,W SAN YSIDRO BL,BLANCHE ST,200.1224,20.0,Residential,PCC Jointed Concrete,4002.448,Good,368225.216,32.5525446,-117.04510379999999,32.5530739,-117.0450905
313,9723,SS-008543,88.954,CYPRESS POINT RD,RANCHO PARK DR,RIDGE MANOR AV,764.0,36.0,Residential,AC Improved,27504.0,Good,2446590.816,32.7899104,-117.0568794,32.792001500000005,-117.0565663
314,9724,SS-008544,80.544,CYPRESS POINT RD,CRYSTALAIRE DR,RANCHO PARK DR,297.1886,36.0,Residential,AC Improved,10698.7896,Good,861723.3095424,32.7891032,-117.05700790000002,32.7899104,-117.0568794
315,9726,SS-008546,79.376,CYPRESS VALLEY DR,CYPRESS CANYON RD,ELMSTONE CT,260.0926,44.0,Residential,AC Improved,11444.0744,Good,908384.8495744,32.9280369,-117.0758467,32.9273374,-117.07576529999999
316,9727,SS-008547,85.164,CYPRESS VALLEY DR,ELMSTONE CT,PEPPERVIEW TR,300.2639,44.0,Residential,AC Improved,13211.6116,Good,1125153.6903024,32.9273374,-117.07576529999999,32.9267471,-117.075115
317,9728,SS-008548,80.176,CYPRESS VALLEY DR,PEPPERVIEW TR,ARBORSIDE WY,621.4795,36.0,Residential,AC Improved,22373.262,Good,1793798.6541119998,32.9267471,-117.075115,32.926065799999996,-117.0732753
318,9731,SS-008551,93.9,CYPRESS WOODS DR,CYPRESS WOODS CT,CYPRESS CANYON PARK DR,1000.5793,36.0,Residential,AC Improved,36020.8548,Good,3382358.26572,32.926590000000004,-117.06186070000001,32.92694300000001,-117.06470719999999
319,9732,SS-008552,88.71600000000002,CYPRESS WOODS DR,SWAN CANYON RD,CYPRESS WOODS CT,368.9421,36.0,Residential,AC Improved,13281.9156,Good,1178318.4243696,32.9256349,-117.0613685,32.926590000000004,-117.06186070000001
320,9733,SS-008553,65.27199999999999,CYPRESS WY,CYPRESS AV,VERMONT ST,654.8533,25.0,Residential,AC Improved,16371.3325,Fair,1068589.61494,32.7443562,-117.15496100000001,32.744830199999996,-117.15341509999999
321,9734,SS-008554,98.0,DA VINCI ST,MERCURIO ST,CAVALLO ST,421.8457,28.0,Residential,AC Improved,11811.6796,Good,1157544.6008,32.9431795,-117.2166253,32.9441959,-117.21601799999999
322,9735,SS-008555,91.408,DA VINCI ST,MONA LISA ST,MERCURIO ST,876.6602,28.0,Residential,AC Improved,24546.4856,Good,2243745.1557248,32.942071500000004,-117.21921299999998,32.9431795,-117.2166253
323,9736,SS-008556,88.306,DABNEY DR,BROOKHOLLOW CT,ADERMAN AV,414.7612,40.0,Residential,AC Improved,16590.448,Good,1465036.101088,32.910603200000004,-117.16168370000001,32.9099242,-117.162691
324,9737,SS-008557,84.514,DABNEY DR,MIRA MESA BL,BROOKHOLLOW CT,1154.9056,40.0,Residential,AC Improved,46196.224,Good,3904227.675136,32.90981,-117.1586794,32.910603200000004,-117.16168370000001
325,9738,SS-008558,75.592,DABNEY DR,GASTON DR,MIRA MESA BL,187.6836,40.0,Residential,AC Improved,7507.344,Good,567495.1476479999,32.9092402,-117.1585541,32.90981,-117.1586794
326,9739,SS-008559,79.298,DABNEY DR,DANCY RD,GASTON DR,540.6445,40.0,Residential,AC Improved,21625.78,Good,1714881.10244,32.907803,-117.15801200000001,32.9092402,-117.1585541
327,9740,SS-008560,56.29,DABNEY DR,FLANDERS DR,DANCY RD,274.3518,40.0,Residential,AC Improved,10974.072,Fair,617730.51288,32.907131199999995,-117.1576352,32.907803,-117.15801200000001
328,9745,SS-008567,80.282,DAFTER DR,DAFTER PL,GENESTA ST,395.235,36.0,Residential,AC Improved,14228.46,Good,1142289.22572,32.7274233,-117.0886327,32.7270646,-117.08744990000001
329,9746,SS-008568,83.98,DAFTER DR,DEATON DR,DAFTER PL,509.7937,36.0,Residential,AC Improved,18352.5732,Good,1541249.097336,32.726952000000004,-117.0899977,32.7274233,-117.0886327
330,9750,SS-008572,55.096,DAGGET ST,CONVOY ST,BRINELL ST,624.0033,50.0,Residential,AC Improved,31200.165,Fair,1719004.29084,32.8235972,-117.1551822,32.823625899999996,-117.15315490000002
331,9751,SS-008573,40.204,DAGGET ST,RUFFNER ST,CONVOY ST,643.0498,28.0,Residential,AC Improved,18005.3944,Fair,723888.8764576,32.823609399999995,-117.1572693,32.8235972,-117.1551822
332,9752,SS-008574,35.7,DAGGET ST,BRINELL ST,MERCURY ST,1296.6911,50.0,Residential,AC Improved,64834.555,Poor,2314593.6135,32.823625899999996,-117.15315490000002,32.8236331,-117.14899709999999
333,9753,SS-008575,83.74799999999998,DAHLIA (SB) AV,16TH (SB) ST,THERMAL AV,767.0529,36.0,Residential,AC Improved,27613.9044,Good,2312609.2656912003,32.5829197,-117.09574029999999,32.5764748,-117.09709369999999
334,9754,SS-008576,11.74,DAHLIA (SB) AV,THERMAL AV,18TH ST,659.0372,40.0,Residential,AC Improved,26361.488,Poor,309483.86912,32.5764748,-117.09709369999999,32.5806238,-117.09487759999999
335,9755,SS-008577,75.002,DAHLIA (SB) AV,18TH ST,AVNDA DEL MEXICO,660.0917,40.0,Residential,AC Improved,26403.668,Good,1980327.907336,32.5806238,-117.09487759999999,32.5831928,-117.0893267
336,9756,SS-008578,83.67,DAHLIA AV,DAHLIA CT,MADDEN AV,1053.687,36.0,Local,AC Improved,37932.732,Good,3173831.686440001,32.5818618,-117.07498840000001,32.581970399999996,-117.0716365
337,9757,SS-008579,93.0,DAHLIA CT,DAHLIA AV,DONAX AV,206.0023,36.0,Local,AC Improved,7416.0828,Good,689695.7004,32.5818618,-117.07498840000001,32.581290700000004,-117.0749844
338,9758,SS-008580,91.33,DAHLIA ST,POPLAR ST,MANZANITA DR,349.3254,36.0,Residential,AC Improved,12575.7144,Good,1148539.996152,32.7365735,-117.1032135,32.7372619,-117.10403319999999
339,9759,SS-008581,82.81,DAIRY MART RD,PLANTEL WY,POCITOS WY,262.9998,78.0,Major,AC Improved,20513.9844,Good,1698763.048164,32.565789699999996,-117.0624045,32.5650845,-117.06239380000001
340,9760,SS-008582,81.49,DAIRY MART RD,POCITOS WY,TEQUILA WY,259.0484,78.0,Major,AC Improved,20205.7752,Good,1646568.621048,32.5650845,-117.06239380000001,32.5643655,-117.06240829999999
341,9761,SS-008583,85.67,DAIRY MART RD,TEQUILA WY,VISTA (SB) LN,922.0967,78.0,Major,AC Improved,71923.5426,Good,6161689.894542,32.5643655,-117.06240829999999,32.5558122,-117.06242639999999
342,9762,SS-008584,80.168,DAIRY MART RD,VISTA (SB) LN,W SAN YSIDRO BL,827.5071,50.0,Major,AC Improved,41375.355,Good,3316979.45964,32.5558122,-117.06242639999999,32.559605499999996,-117.0623701
343,9763,SS-008585,46.808,DAIRY MART RD,SERVANDO AV,CAM DE LA PLAZA,798.5101,23.0,Major,AC Improved,18365.7323,Fair,859663.1974984001,32.5567699,-117.0624412,32.5545007,-117.0624369
344,9764,SS-008588,78.008,DAIRY MART RD,BEYER BL,PLANTEL WY,428.529,77.0,Major,AC Improved,32996.733,Good,2574009.147864,32.567038000000004,-117.06241100000001,32.565789699999996,-117.0624045
345,9765,SS-008589,59.416,DAIRY MART RD,W SAN YSIDRO BL,SERVANDO AV,1046.0117,50.0,Major,AC Improved,52300.585,Fair,3107491.55836,32.559605499999996,-117.0623701,32.5567699,-117.0624412
346,9766,SS-008590,86.228,DAIRY MART RD,CAM DE LA PLAZA,MONUMENT RD,4936.9461,40.0,Collector,AC Improved,197477.844,Good,17028119.532432,32.5545007,-117.0624369,32.5447214,-117.07108059999999
347,9767,SS-008591,75.454,DAISY AV,HONEYSUCKLE LN,DAISY WY,897.8371,36.0,Residential,AC Improved,32322.1356,Good,2438834.4195624,32.6936785,-117.06799850000002,32.694200699999996,-117.06508899999999
348,9768,SS-008592,65.612,DAISY PL,HONEYSUCKLE LN,DAISY WY,918.5912,36.0,Residential,AC Improved,33069.2832,Fair,2169741.8093184,32.6927987,-117.0675155,32.693867600000004,-117.0648645
349,9769,SS-008593,60.278,DAISY WY,DAISY AV,DAISY PL,228.079,36.0,Residential,AC Improved,8210.844000000001,Fair,494933.254632,32.694200699999996,-117.06508899999999,32.693867600000004,-117.0648645
350,9770,SS-008594,70.404,DAISY WY,DAISY PL,PLAZA BL,511.4735,36.0,Residential,AC Improved,18413.046,Good,1296352.090584,32.693867600000004,-117.0648645,32.692713899999994,-117.0639962
351,9771,SS-008595,55.44600000000001,DAKOTA DR,TOMAHAWK LN,COWLEY WY,260.2844,37.0,Residential,AC Improved,9630.5228,Fair,533973.9671688,32.8041279,-117.1962386,32.8044351,-117.19547050000001
352,9772,SS-008596,56.0,DAKOTA DR,WACO ST,TOMAHAWK LN,251.1475,37.0,Residential,AC Improved,9292.4575,Fair,520377.62,32.803761,-117.19693000000001,32.8041279,-117.1962386
353,9773,SS-008597,89.064,DAKOTA DR,CHEYENNE AV,APACHE AV,321.6768,33.0,Residential,AC Improved,10615.3344,Good,945444.1430016,32.802368,-117.20018799999998,32.802464,-117.199173
354,9774,SS-008598,89.632,DAKOTA DR,FONTANA AV,MOHICAN AV,285.0364,36.0,Residential,AC Improved,10261.3104,Good,919741.7737728,32.8014722,-117.2014437,32.801826,-117.20073700000002
355,9775,SS-008600,49.698,DAKOTA DR,CLAIREMONT DR,WACO ST,534.7832,37.0,Residential,AC Improved,19786.9784,Fair,983373.2525232,32.8027978,-117.19831470000001,32.803761,-117.19693000000001
356,9776,SS-008601,77.484,DAKOTA DR,APACHE AV,CLAIREMONT DR,317.1434,33.0,Residential,AC Improved,10465.7322,Good,810926.7937848001,32.802464,-117.199173,32.8027978,-117.19831470000001
357,9777,SS-008602,95.4,DAKOTA DR,MOHICAN AV,CHEYENNE AV,265.2396,33.0,Residential,AC Improved,8752.9068,Good,835027.30872,32.801826,-117.20073700000002,32.802368,-117.20018799999998
358,9779,SS-008606,46.86,DALBERGIA ST,THOR ST,UNA ST,659.0071,68.0,Residential,AC Improved,44812.4828,Fair,2099912.944008,32.688625,-117.11788200000001,32.687477,-117.116226
359,9780,SS-008607,79.71,DALBERGIA ST,UNA ST,VESTA ST,664.0113,68.0,Residential,AC Improved,45152.7684,Good,3599127.169164,32.687477,-117.116226,32.68632589999999,-117.11456100000001
360,9781,SS-008608,87.556,DALBERGIA ST,VESTA ST,WODEN ST,656.8294,68.0,Residential,AC Improved,44664.3992,Good,3910636.1363552,32.68632589999999,-117.11456100000001,32.6851852,-117.1129247
361,9784,SS-008612,69.452,DALBY PL,DALBY CV,JERGENS CT,161.0,36.0,Residential,AC Improved,5796.0,Fair,402543.792,32.926685000000006,-117.130623,32.927082,-117.1308284
362,9785,SS-008613,44.072,DALBY PL,POLARIS DR,DALBY CV,219.0,36.0,Residential,AC Improved,7884.0,Fair,347463.648,32.926353000000006,-117.130028,32.926685000000006,-117.130623
363,9788,SS-008616,79.544,DALE GROVE LN,SILVERWOOD ST,WINDWARD ST,344.9797,36.0,Residential,AC Improved,12419.2692,Good,987878.3492448,32.694678100000004,-117.04285,32.6939178,-117.043457
364,9790,SS-008618,70.03399999999999,DALE ST,THORN ST,UPAS ST,666.0187,40.0,Residential,AC Improved,26640.748,Good,1865758.145432,32.7392533,-117.13038329999999,32.7410995,-117.1303838
365,9791,SS-008619,72.578,DALE ST,PALM ST,REDWOOD ST,655.7426,40.0,Residential,AC Improved,26229.704,Good,1903699.456912,32.7356282,-117.13039840000002,32.737441,-117.1303703
366,9792,SS-008620,64.732,DALE ST,NUTMEG ST,PALM ST,646.9993,30.0,Residential,AC Improved,19409.979,Fair,1256446.760628,32.733856,-117.13048799999999,32.7356282,-117.13039840000002
367,9793,SS-008621,57.614,DALE ST,IVY ST,JUNIPER ST,380.0647,52.0,Residential,AC Improved,19763.3644,Fair,1138646.4765416,32.728622800000004,-117.13106270000002,32.729665000000004,-117.1310428
368,9794,SS-008622,88.14,DALE ST,HAWTHORN ST,IVY ST,380.0644,52.0,Residential,AC Improved,19763.3488,Good,1741941.563232,32.7275773,-117.1310679,32.728622800000004,-117.13106270000002
369,9795,SS-008623,71.108,DALE ST,GRAPE ST,HAWTHORN ST,375.0652,52.0,Residential,AC Improved,19503.3904,Good,1386847.0845632,32.726539,-117.1310783,32.7275773,-117.1310679
370,9796,SS-008624,77.682,DALE ST,FIR ST,GRAPE ST,380.0473,52.0,Residential,AC Improved,19762.4596,Good,1535187.3866472,32.7255045,-117.13108740000001,32.726539,-117.1310783
371,9797,SS-008625,64.842,DALE ST,ELM ST,FIR ST,382.0,52.0,Residential,AC Improved,19864.0,Fair,1288021.488,32.7244598,-117.1311133,32.7255045,-117.13108740000001
372,9798,SS-008626,62.298,DALE ST,DATE ST,ELM ST,377.0,52.0,Residential,AC Improved,19604.0,Fair,1221289.992,32.7234097,-117.13111119999999,32.7244598,-117.1311133
373,9799,SS-008627,56.18600000000001,DALE ST,CEDAR ST,DATE ST,382.0,40.0,Residential,AC Improved,15280.0,Fair,858522.08,32.722364899999995,-117.13111409999998,32.7234097,-117.13111119999999
374,9800,SS-008628,61.602,DALE ST,BEECH ST,CEDAR ST,380.0,40.0,Residential,AC Improved,15200.0,Fair,936350.4,32.7213288,-117.1311388,32.722364899999995,-117.13111409999998
375,9801,SS-008629,59.646,DALE ST,ASH ST,BEECH ST,384.0,40.0,Residential,AC Improved,15360.0,Fair,916162.56,32.720257000000004,-117.13114080000001,32.7213288,-117.1311388
376,9803,SS-008631,66.32,DALE ST,SPRUCE ST,THORN ST,330.0061,40.0,Residential,AC Improved,13200.244,Fair,875440.1820799998,32.738359499999994,-117.1303855,32.7392533,-117.13038329999999
377,9804,SS-008632,75.294,DALE ST,REDWOOD ST,SPRUCE ST,332.0151,40.0,Residential,AC Improved,13280.604,Good,999949.797576,32.737441,-117.1303703,32.738359499999994,-117.1303855
378,9805,SS-008633,56.984,DALEN AV,DALEN PL,SANDBURG WY,412.6167,30.0,Local,AC Improved,12378.501,Fair,705376.500984,32.843596999999995,-117.22112299999999,32.843596999999995,-117.22112299999999
