,Unnamed: 0,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
757,10287,SS-009165,65.532,DEWEY ST,OCEAN VIEW BL,HARRISON AV,387.4489,40.0,Residential,AC Improved,15497.956,Fair,1015612.052592,32.7044237,-117.13866909999999,32.7035924,-117.13947150000001
758,10288,SS-009166,77.53,DEWEY ST,HARRISON AV,IRVING AV,391.6973,40.0,Residential,AC Improved,15667.892,Good,1214731.66676,32.7035924,-117.13947150000001,32.7027712,-117.14028540000001
759,10289,SS-009167,44.27,DEWEY ST,IRVING AV,JULIAN AV,379.6451,40.0,Residential,AC Improved,15185.803999999998,Fair,672275.54308,32.7027712,-117.14028540000001,32.7019514,-117.14106509999998
760,10290,SS-009168,70.69,DEWEY ST,JULIAN AV,KEARNY AV,374.776,40.0,Residential,AC Improved,14991.04,Good,1059716.6176,32.7019514,-117.14106509999998,32.701162800000006,-117.1418415
761,10291,SS-009169,76.852,DEWEY ST,NATIONAL AV,NEWTON AV,378.0,40.0,Residential,AC Improved,15120.0,Good,1162002.24,32.6994936,-117.14339640000001,32.6986832,-117.1441807
762,10292,SS-009170,45.3,DEWSBURY AV,BELGIAN ST,POLARIS DR,247.0184,36.0,Residential,AC Improved,8892.6624,Fair,402837.60672,32.9187438,-117.1324469,32.9187447,-117.131657
763,10293,SS-009171,54.596,DEWSBURY AV,SAN BLAS CR,BELGIAN ST,246.2993,36.0,Residential,AC Improved,8866.7748,Fair,484090.4369808,32.9187072,-117.1332622,32.9187438,-117.1324469
764,10294,SS-009172,63.2,DEWSBURY AV,POLARIS DR,DECATUR RD,256.6526,40.0,Residential,AC Improved,10266.104,Fair,648817.7728,32.9187447,-117.131657,32.9186837,-117.130825
765,10295,SS-009173,54.556,DEWSBURY AV,WELSH RD,SAN BLAS CR,251.0255,36.0,Residential,AC Improved,9036.918,Fair,493018.098408,32.918603499999996,-117.1340824,32.9187072,-117.1332622
766,10296,SS-009174,40.934,DEWSBURY AV,CANIS LN,WELSH RD,246.0181,36.0,Residential,AC Improved,8856.6516,Fair,362538.1765944,32.9185884,-117.13486599999999,32.918603499999996,-117.1340824
767,10297,SS-009175,41.0,DEWSBURY AV,WESTONHILL DR,CANIS LN,255.008,36.0,Residential,AC Improved,9180.288,Fair,376391.808,32.9185727,-117.13569299999999,32.9185884,-117.13486599999999
768,10298,SS-009176,47.92,DEWSBURY AV,EBERLY CT,DRACO RD,356.1137,40.0,Residential,AC Improved,14244.548,Fair,682598.74016,32.9185347,-117.12840700000001,32.918561100000005,-117.1272832
769,10299,SS-009177,44.504,DEWSBURY AV,ELDERBURRY CT,EBERLY CT,273.1173,40.0,Residential,AC Improved,10924.692,Fair,486192.49276800005,32.9185047,-117.12928400000001,32.9185347,-117.12840700000001
770,10300,SS-009178,44.412,DEWSBURY AV,DECATUR RD,ELDERBURRY CT,486.2473,40.0,Residential,AC Improved,19449.892,Fair,863808.6035040001,32.9186837,-117.130825,32.9185047,-117.12928400000001
771,10301,SS-009179,75.65,DIAMOND ST,NOYES ST,OLNEY ST,579.1864,20.0,Local,AC Improved,11583.728,Good,876309.0232,32.8046,-117.23253600000001,32.805008,-117.230721
772,10302,SS-009180,73.992,DIAMOND ST,MORRELL ST,NOYES ST,575.7849,20.0,Prime,AC Improved,11515.698,Good,852069.526416,32.804186699999995,-117.2343629,32.8046,-117.23253600000001
773,10303,SS-009181,79.068,DIAMOND ST,LAMONT ST,MORRELL ST,586.4511,40.0,Prime,AC Improved,23458.044,Good,1854780.622992,32.8038031,-117.2361918,32.804186699999995,-117.2343629
774,10304,SS-009182,81.95200000000001,DIAMOND ST,JEWELL ST,LAMONT ST,1161.019,40.0,Prime,AC Improved,46440.76,Good,3805913.16352,32.80299400000001,-117.23984270000001,32.8038031,-117.2361918
775,10305,SS-009183,76.794,DIAMOND ST,INGRAHAM ST,JEWELL ST,595.9101,40.0,Prime,AC Improved,23836.404,Good,1830492.808776,32.802566999999996,-117.24173,32.80299400000001,-117.23984270000001
776,10306,SS-009184,68.27,DIAMOND ST,HAINES ST,INGRAHAM ST,582.3283,40.0,Prime,AC Improved,23293.132,Fair,1590222.12164,32.80219,-117.24355870000001,32.802566999999996,-117.24173
777,10307,SS-009185,76.234,DIAMOND ST,GRESHAM ST,HAINES ST,575.052,40.0,Prime,AC Improved,23002.08,Good,1753540.56672,32.801784600000005,-117.2453909,32.80219,-117.24355870000001
778,10308,SS-009186,77.058,DIAMOND ST,FANUEL ST,GRESHAM ST,585.7245,40.0,Prime,AC Improved,23428.98,Good,1805390.34084,32.801386699999995,-117.24721029999999,32.801784600000005,-117.2453909
779,10309,SS-009187,79.458,DIAMOND ST,EVERTS ST,FANUEL ST,577.4780000000002,40.0,Prime,AC Improved,23099.12,Good,1835409.87696,32.800979600000005,-117.24903770000002,32.801386699999995,-117.24721029999999
780,10310,SS-009188,88.008,DIAMOND ST,DAWES ST,EVERTS ST,577.4783,40.0,Prime,AC Improved,23099.132,Good,2032908.409056,32.8005815,-117.25087140000001,32.800979600000005,-117.24903770000002
781,10311,SS-009189,54.536,DIAMOND ST,BAYARD ST,CASS ST,577.9635,52.0,Collector,AC Improved,30054.102000000006,Fair,1639030.506672,32.799763,-117.25451699999999,32.8001688,-117.2526848
782,10312,SS-009190,50.428,DIAMOND ST,MISSION BL,BAYARD ST,584.269,52.0,Collector,AC Improved,30381.988,Fair,1532102.890864,32.7993546,-117.2563467,32.799763,-117.25451699999999
783,10313,SS-009191,81.806,DIAMOND ST,CASS ST,DAWES ST,581.8476,40.0,Prime,AC Improved,23273.904,Good,1903944.990624,32.8001688,-117.2526848,32.8005815,-117.25087140000001
784,10314,SS-009192,23.11,DIAMOND ST,OCEAN BL,MISSION BL,422.7402,52.0,Collector,AC Improved,21982.4904,Poor,508015.353144,32.7989441,-117.257651,32.7993546,-117.2563467
785,10316,SS-009194,84.056,DIANE AV,DIANE CT,DIANE PL,256.2674,36.0,Residential,AC Improved,9225.6264,Good,775469.2526784,32.8423199,-117.18587,32.842953,-117.185493
786,10317,SS-009195,88.588,DIANE AV,CRISP WY,DIANE CT,520.1501,36.0,Residential,AC Improved,18725.4036,Good,1658846.0541168004,32.841133,-117.18670700000001,32.8423199,-117.18587
787,10318,SS-009196,90.396,DIANE AV,COBB DR,CRISP WY,200.1279,40.0,Residential,AC Improved,8005.116,Good,723630.465936,32.840656,-117.18701200000001,32.841133,-117.18670700000001
788,10319,SS-009197,92.066,DIANE AV,CORK PL,COBB DR,310.0581,40.0,Residential,AC Improved,12402.324,Good,1141832.361384,32.839806,-117.187027,32.840656,-117.18701200000001
789,10320,SS-009198,86.63600000000002,DIANE AV,LEHRER DR,CORK PL,485.1031,40.0,Residential,AC Improved,19404.124,Good,1681095.686864,32.838474,-117.18704199999999,32.839806,-117.187027
790,10321,SS-009199,86.072,DIANE AV,ABERDEEN ST,LEHRER DR,252.0319,40.0,Residential,AC Improved,10081.276,Good,867715.587872,32.83778,-117.18705,32.838474,-117.18704199999999
791,10322,SS-009200,86.936,DIANE AV,APPLETON ST,ABERDEEN ST,255.0312,40.0,Residential,AC Improved,10201.248,Good,886855.696128,32.8370941,-117.18705779999999,32.83778,-117.18705
792,10323,SS-009201,63.948,DIANE AV,MT CERVIN DR,MT ROYAL AV,323.3182,40.0,Residential,AC Improved,12932.728,Fair,827022.090144,32.832722,-117.18737,32.833546000000005,-117.18710300000001
793,10324,SS-009202,59.932,DIANE AV,KINGS WY,MT CERVIN DR,487.8955,40.0,Residential,AC Improved,19515.82,Fair,1169622.12424,32.832146,-117.188797,32.832722,-117.18737
794,10325,SS-009203,60.982,DIANE AV,MT CRESTI DR,KINGS WY,357.3472,40.0,Residential,AC Improved,14293.888,Fair,871669.878016,32.831654,-117.189796,32.832146,-117.188797
795,10326,SS-009204,73.488,DIANE AV,CHATEAU DR,DIANE WY,254.4902,40.0,Residential,AC Improved,10179.608,Good,748079.032704,32.829449,-117.190903,32.830143,-117.190987
796,10327,SS-009205,88.16,DIANE AV,CONRAD AV,APPLETON ST,386.0642,40.0,Residential,AC Improved,15442.568,Good,1361416.79488,32.836026000000004,-117.18705530000001,32.8370941,-117.18705779999999
797,10328,SS-009206,51.006,DIANE AV,CLAIREMONT MESA BL,CONRAD AV,565.0727,40.0,Residential,AC Improved,22602.908,Fair,1152883.925448,32.834402000000004,-117.1870794,32.836026000000004,-117.18705530000001
798,10329,SS-009207,13.04,DIANE AV,MT ROYAL AV,CLAIREMONT MESA BL,335.0972,40.0,Residential,AC Improved,13403.888,Poor,174786.69952,32.833546000000005,-117.18710300000001,32.834402000000004,-117.1870794
799,10330,SS-009208,60.25,DIANE AV,DIANE WY,MT CRESTI DR,688.1364,40.0,Residential,AC Improved,27525.456,Fair,1658408.7240000004,32.830143,-117.190987,32.831654,-117.189796
800,10336,SS-009214,54.456,DICENZA LN,SHADY SANDS RD,DICENZA WY,386.9181,36.0,Residential,AC Improved,13929.0516,Fair,758520.4339295998,32.813866,-117.05022360000001,32.8148415,-117.04985790000002
801,10337,SS-009215,46.93,DICENZA WY,DICENZA LN,EL EXTENSO CT,323.2133,36.0,Residential,AC Improved,11635.6788,Fair,546062.406084,32.8148415,-117.04985790000002,32.8147945,-117.04879040000002
802,10340,SS-009219,76.498,DICK ST,WINONA AV,50TH ST,535.1692,36.0,Residential,AC Improved,19266.0912,Good,1473817.4446176,32.7656063,-117.0879936,32.7659447,-117.0862825
803,10342,SS-009221,66.952,DICKENS ST,PLUM ST,CLOVE ST,371.0,50.0,Residential,AC Improved,18550.0,Fair,1241959.6,32.726162,-117.233871,32.726760999999996,-117.234848
804,10343,SS-009222,60.306,DICKENS ST,WILLOW ST,PLUM ST,367.0,50.0,Residential,AC Improved,18350.0,Fair,1106615.1,32.7255725,-117.23289979999998,32.726162,-117.233871
805,10344,SS-009223,82.478,DICKENS ST,LOCUST ST,EVERGREEN ST,373.8582,34.0,Residential,AC Improved,12711.1788,Good,1048392.6050664,32.72438,-117.23092700000001,32.7249801,-117.23189939999999
806,10345,SS-009224,94.73,DICKENS ST,ROSECRANS ST,LOCUST ST,379.6065,34.0,Residential,AC Improved,12906.621,Good,1222644.20733,32.723766,-117.229927,32.72438,-117.23092700000001
807,10346,SS-009225,64.502,DICKENS ST,SCOTT ST,ROSECRANS ST,388.2705,34.0,Residential,AC Improved,13201.197,Fair,851503.608894,32.7231577,-117.2289003,32.723766,-117.229927
808,10348,SS-009227,75.322,DICKENS ST,EVERGREEN ST,WILLOW ST,372.0,34.0,Residential,AC Improved,12648.0,Good,952672.656,32.7249801,-117.23189939999999,32.7255725,-117.23289979999998
809,10349,SS-009228,62.8,DICKINSON ST,FRONT ST,DOVE ST,697.1996,30.0,Local,AC Improved,20915.988,Fair,1313524.0464,32.7552116,-117.1650017,32.755224199999994,-117.1671379
810,10351,SS-009230,50.398,DIEGO DR,OBISPO RD,BELLOTA DR,251.0449,36.0,Residential,AC Improved,9037.6164,Fair,455477.7913272,33.0171309,-117.0712311,33.0171309,-117.0712311
811,10352,SS-009231,53.576,DIEGO DR,CALLADO RD,OBISPO RD,474.1569,36.0,Residential,AC Improved,17069.6484,Fair,914523.4826784,33.015928499999994,-117.07182140000002,33.0171309,-117.0712311
812,10353,SS-009232,96.88,DILLARD ST,DIVISION ST,BRENNER WY,506.2619,40.0,Residential,AC Improved,20250.476,Good,1961866.11488,32.692487899999996,-117.0620061,32.6913333,-117.0628737
813,10354,SS-009233,87.024,DILLARD ST,BRENNER WY,ELSBERRY ST,280.8017,40.0,Residential,AC Improved,11232.068,Good,977459.485632,32.6913333,-117.0628737,32.6905843,-117.0628729
814,10355,SS-009234,79.992,DILLARD ST,ELSBERRY ST,JOUGLARD ST,314.0966,40.0,Residential,AC Improved,12563.864,Good,1005008.609088,32.6905843,-117.0628729,32.689939,-117.0622759
815,10357,SS-009236,90.892,DIMARINO ST,WATWOOD RD,ANGELUS AV,282.0,36.0,Residential,AC Improved,10152.0,Good,922735.584,32.7188787,-117.0408568,32.7192809,-117.04162509999999
816,10358,SS-009237,77.692,DIMARINO ST,LARWOOD RD,WATWOOD RD,228.0,36.0,Residential,AC Improved,8208.0,Good,637695.936,32.7184002,-117.0404315,32.7188787,-117.0408568
817,10359,SS-009238,81.472,DIMARINO ST,LADDECK CT,LARWOOD RD,362.0,36.0,Residential,AC Improved,13032.0,Good,1061743.104,32.7174567,-117.04071,32.7184002,-117.0404315
818,10360,SS-009239,81.016,DIMARINO ST,HAGMANN ST,LADDECK CT,440.0,36.0,Residential,AC Improved,15840.0,Good,1283293.44,32.716355,-117.0412362,32.7174567,-117.04071
819,10361,SS-009240,89.656,DIMARINO ST,VIEWCREST DR,HAGMANN ST,441.0,36.0,Residential,AC Improved,15876.0,Good,1423378.656,32.715175699999996,-117.0416436,32.716355,-117.0412362
820,10363,SS-009242,42.89,DINAMICA WY,TUNICA CR,TOSCA WY,270.1269,22.0,Residential,AC Improved,5942.7918,Fair,254886.340302,32.788769,-117.181633,32.788719,-117.18080020000001
821,10364,SS-009243,53.362,DINOVO ST,ANGELUS AV,HAGMANN ST,434.8348,36.0,Residential,AC Improved,15654.0528,Fair,835331.5655136,32.717296000000005,-117.0433375,32.716287699999995,-117.0426097
822,10366,SS-009245,37.93,DIPPER ST,60TH ST,WEAVER ST,402.9981,40.0,Residential,AC Improved,16119.924,Poor,611428.7173199999,32.7226933,-117.06799640000001,32.7231415,-117.06684740000001
823,10367,SS-009246,90.204,DIRAC ST,BROMFIELD AV,PAVLOV AV,254.6863,36.0,Residential,AC Improved,9168.7068,Good,827054.0281872,32.8511507,-117.19721840000001,32.851814000000005,-117.19693799999999
824,10370,SS-009249,91.64,DISSINGER AV,KAUSMAN ST,KEEN DR,256.2227,40.0,Residential,AC Improved,10248.908,Good,939209.92912,32.6729929,-117.05002990000001,32.67321,-117.04922040000001
825,10371,SS-009250,88.04,DISSINGER AV,BEATRICE ST,KAUSMAN ST,273.2324,40.0,Residential,AC Improved,10929.296,Good,962215.21984,32.6727633,-117.050853,32.6729929,-117.05002990000001
826,10372,SS-009251,85.14,DISSINGER AV,RHOADES RD,BEATRICE ST,477.0967,40.0,Residential,AC Improved,19083.868,Good,1624800.5215200004,32.672189,-117.05220619999999,32.6727633,-117.050853
827,10374,SS-009253,56.188,DISTRIBUTION AV,MIRAMAR RD,CARROLL RD,2428.9024,50.0,Prime,AC Improved,121445.12,Fair,6823758.40256,32.8791337,-117.16251809999999,32.885738,-117.16311599999999
828,10375,SS-009254,75.55199999999998,DIVISION ST,VINCA WY,THEODORE DR,223.9892,64.0,Collector,AC Improved,14335.3088,Good,1083061.2504576,32.6949342,-117.065917,32.6949225,-117.065161
829,10376,SS-009255,81.102,DIVISION ST,S 61ST ST,VINCA WY,313.0517,64.0,Collector,AC Improved,20035.3088,Good,1624903.6142976002,32.6946242,-117.0669168,32.6949342,-117.065917
830,10377,SS-009256,65.994,DIVISION ST,HONEYSUCKLE LN,S 61ST ST,427.8702,33.0,Collector,AC Improved,14119.7166,Fair,931816.5773004,32.6942381,-117.06821409999998,32.6946242,-117.0669168
831,10378,SS-009257,67.85,DIVISION ST,AVA ST,HONEYSUCKLE LN,401.6218,29.0,Collector,AC Improved,11647.0322,Fair,790251.13477,32.6939038,-117.069426,32.6942381,-117.06821409999998
832,10379,SS-009258,45.172,DIVISION ST,S VALENCIA PY,AVA ST,237.8066,29.0,Collector,AC Improved,6896.3914,Fair,311523.7923208,32.689412,-117.08556599999999,32.6939038,-117.069426
833,10380,SS-009259,76.748,DIVISION ST,THEODORE DR,PLAZA BL,885.2137,64.0,Collector,AC Improved,56653.6768,Good,4348056.3870464,32.6949225,-117.065161,32.693397499999996,-117.06302920000002
834,10381,SS-009260,84.844,DIVISION ST,PLAZA BL,CASTEEL CT,172.5574,64.0,Collector,AC Improved,11043.6736,Good,936989.4429184,32.693397499999996,-117.06302920000002,32.6929972,-117.0626899
835,10382,SS-009261,38.332,DIVISION ST,S 58TH ST,S VALENCIA PY,1068.8498,64.0,Collector,AC Improved,68406.3872,Poor,2622153.6341504,32.6927555,-117.0734655,32.689412,-117.08556599999999
836,10383,SS-009262,91.17,DIVISION ST,CASTEEL CT,DILLARD ST,271.414,64.0,Residential,AC Improved,17370.496,Good,1583668.12032,32.6929972,-117.0626899,32.692487899999996,-117.0620061
837,10384,SS-009263,87.916,DIVISION ST,PARADISE RD,S 58TH ST,702.9494,29.0,Collector,AC Improved,20385.5326,Good,1792214.4840616004,32.692196,-117.07563600000002,32.6927555,-117.0734655
838,10385,SS-009264,88.036,DIVISION ST,BRYANVIEW CR,PARADISE RD,152.42700000000005,40.0,Collector,AC Improved,6097.08,Good,536762.53488,32.6920369,-117.0761423,32.692196,-117.07563600000002
839,10386,SS-009265,90.168,DIVISION ST,LORENZ AV,BRYANVIEW CR,173.6578,40.0,Collector,AC Improved,6946.312,Good,626335.060416,32.691891999999996,-117.0766486,32.6920369,-117.0761423
840,10387,SS-009266,62.078,DIVISION ST,DILLARD ST,BULLOCK DR,713.4107,40.0,Residential,AC Improved,28536.428,Fair,1771484.377384,32.692487899999996,-117.0620061,32.6920251,-117.05976709999999
841,10388,SS-009267,64.816,DIVISION ST,CITY BOUNDARY,LORENZ AV,51.4938,40.0,Collector,AC Improved,2059.752,Fair,133504.885632,32.735189500000004,-117.0717366,32.691891999999996,-117.0766486
842,10389,SS-009268,93.4,DIVISION ST,BULLOCK DR,CRABTREE ST,240.9887,40.0,Residential,AC Improved,9639.548,Good,900333.7832,32.6920251,-117.05976709999999,32.6916,-117.0591737
843,10390,SS-009269,69.984,DIVISION ST,CRABTREE ST,ELSBERRY ST,239.2133,40.0,Residential,AC Improved,9568.532,Fair,669644.143488,32.6916,-117.0591737,32.6908693,-117.05897079999998
844,10391,SS-009272,74.556,DIVISION ST,FLOWER DR,S 42ND ST,370.6459,25.0,Major,AC Improved,9266.1475,Good,690846.89301,32.766416,-117.19749099999999,32.684438899999996,-117.1036502
845,10392,SS-009273,84.428,DIVISION ST,S 41ST ST,MARINE VIEW AV,282.4381,25.0,Major,AC Improved,7060.9525,Good,596142.0976699999,32.6838203,-117.1056702,32.6841119,-117.1047726
846,10393,SS-009276,82.11200000000002,DIVISION ST,S 40TH ST,S 41ST ST,291.9055,25.0,Major,AC Improved,7297.6375,Good,599223.6104,32.6835812,-117.1065426,32.6838203,-117.1056702
847,10394,SS-009277,84.68,DIVISION ST,ANTHONY DR,S 40TH ST,306.7849,25.0,Major,AC Improved,7669.6225,Good,649463.6333,32.683313,-117.107504,32.6835812,-117.1065426
848,10396,SS-009280,84.744,DIVISION ST,OSBORN ST,I-5 NB OFF RA,681.4969,25.0,Major,AC Improved,17037.4225,Good,1443819.33234,32.6827253,-117.10958980000001,32.689412,-117.08556599999999
849,10397,SS-009281,82.48,DIVISION ST,DALBERGIA CT,I-5 NB OFF RA,193.8788,30.0,Major,AC Improved,5816.364000000001,Good,479733.70272,32.682556,-117.110199,32.689412,-117.08556599999999
850,10398,SS-009282,78.202,DIXIE DR,BERYL ST,CRYSTAL DR,343.6764,30.0,Residential,AC Improved,10310.292,Good,806285.4549840002,32.802824300000005,-117.2587472,32.803674900000004,-117.2591337
851,10399,SS-009283,67.7,DIXIE DR,LAW ST,BERYL ST,399.8238,30.0,Residential,AC Improved,11994.714,Fair,812042.1378,32.801971,-117.258049,32.802824300000005,-117.2587472
852,10401,SS-009285,84.5,DIXON PL,CHATSWORTH BL,WARRINGTON ST,349.35,40.0,Residential,AC Improved,13974.0,Good,1180803.0,32.7323397,-117.23633999999998,32.7329657,-117.23716740000002
853,10403,SS-009287,93.566,DIZA RD,ALAQUINAS DR,BLANDO LN,692.0462,36.0,Residential,AC Improved,24913.6632,Good,2331071.8109712,32.565055900000004,-117.0423894,32.565049699999996,-117.0446493
854,10406,SS-009290,88.616,DODIE ST,KOE ST,HELM ST,482.8108,36.0,Residential,AC Improved,17381.1888,Good,1540251.4267008004,32.7184171,-117.03095640000001,32.7180456,-117.0295854
855,10407,SS-009291,64.92,DODSON ST,ISLAND AV,MARKET ST,388.0054,52.0,Residential,AC Improved,20176.2808,Fair,1309844.149536,32.7105841,-117.1311299,32.7116548,-117.13112859999998
856,10408,SS-009292,63.094,DODSON ST,J ST,ISLAND AV,385.0116,30.0,Residential,AC Improved,11550.348,Fair,728757.656712,32.7095293,-117.1311247,32.7105841,-117.1311299
857,10409,SS-009293,96.7,DODSON ST,K ST,J ST,377.1073,30.0,Residential,AC Improved,11313.219,Good,1093988.2773,32.708486900000004,-117.13113940000001,32.7095293,-117.1311247
858,10411,SS-009295,91.868,DOLIVA DR,DANTE ST,KESLING ST,586.2765,40.0,Prime,AC Improved,23451.06,Good,2154401.98008,32.831512599999996,-117.17567520000001,32.8279172,-117.1754509
859,10412,SS-009296,91.176,DOLIVA DR,JAVIER ST,DANTE ST,252.0316,40.0,Prime,AC Improved,10081.264,Good,919169.326464,32.830824,-117.1756955,32.831512599999996,-117.17567520000001
860,10413,SS-009297,98.8,DOLIVA DR,CHANNING ST,JAVIER ST,245.0512,40.0,Prime,AC Improved,9802.048,Good,968442.3424,32.8301327,-117.1757152,32.830824,-117.1756955
861,10414,SS-009298,92.84,DOLIVA DR,TRIANA ST,CHANNING ST,257.1943,40.0,Prime,AC Improved,10287.772,Good,955116.75248,32.8294386,-117.1757292,32.8301327,-117.1757152
862,10415,SS-009299,93.644,DOLIVA DR,VERGARA ST,TRIANA ST,544.207,40.0,Prime,AC Improved,21768.28,Good,2038468.81232,32.82793,-117.175758,32.8294386,-117.1757292
863,10416,SS-009300,97.128,DOLIVA DR,CHANDLER DR,VERGARA ST,328.1524,40.0,Prime,AC Improved,13126.096,Good,1274911.452288,32.827026000000004,-117.175781,32.82793,-117.175758
864,10417,SS-009301,87.46,DOLIVA DR,KESLING ST,CLAIREMONT MESA BL,456.6423,40.0,Prime,AC Improved,18265.692,Good,1597517.42232,32.8279172,-117.1754509,32.8344417,-117.1756017
865,10418,SS-009302,76.33800000000002,DOLLY PL,MOBLEY ST,LARKIN PL,255.0,36.0,Residential,AC Improved,9180.0,Good,700782.84,32.792549300000005,-117.1346851,32.792478700000004,-117.1338692
866,10420,SS-009304,86.292,DOLPHIN PL,BIRD ROCK AV,CHELSEA AV,643.4923,30.0,Residential,AC Improved,19304.769,Good,1665847.126548,32.815070500000004,-117.273076,32.8165742,-117.2723433
867,10421,SS-009306,84.28,DOLPHIN PL,CHELSEA AV,BIRD ROCK AV,839.5495,30.0,Residential,AC Improved,25186.485,Good,2122716.9558,32.8165742,-117.2723433,32.815070500000004,-117.273076
868,10422,SS-009308,58.396,DOMINICAN DR,BELLOTA DR,BELLOTA DR,1441.6298,36.0,Residential,AC Improved,51898.6728,Fair,3030674.8968288,33.0200208,-117.0678317,33.0200208,-117.0678317
869,10423,SS-009309,60.07,DOMINION ST,T ST,LOGAN AV,652.7176,30.0,Residential,AC Improved,19581.528,Fair,1176262.38696,32.6985409,-117.1012632,32.6967956,-117.1012816
870,10425,SS-009311,84.1,DON PANCHO WY,LONJA WY,MEADOWOOD CT,265.0001,28.0,Residential,AC Improved,7420.0028,Good,624022.23548,32.5635876,-117.06583559999999,32.563596999999994,-117.0649778
871,10426,SS-009312,84.648,DON PANCHO WY,MEADOWOOD CT,ISLA DEL CARMEN WY,611.0399,36.0,Residential,AC Improved,21997.4364,Good,1862038.9963872,32.563596999999994,-117.0649778,32.5636158,-117.0629854
872,10427,SS-009313,41.624,DON WY,ROLFE RD,DONALD AV,296.3719,36.0,Residential,AC Improved,10669.3884,Fair,444102.6227616,32.8264255,-117.20075359999998,32.8262962,-117.19981240000001
873,10428,SS-009314,52.9,DONAHUE ST,FRIARS RD,GAINES ST,465.5375,30.0,Residential,AC Improved,13966.125,Fair,738808.0125,32.7650272,-117.1888905,32.766562199999996,-117.1897277
874,10429,SS-009315,72.584,DONAKER ST,POLANCO ST,STARGAZE AV,692.0048,40.0,Residential,AC Improved,27680.192000000006,Good,2009139.056128,32.977094,-117.13814479999999,32.9771213,-117.1359035
875,10430,SS-009316,65.142,DONAKER ST,LA TRUCHA ST,POLANCO ST,295.0068,40.0,Residential,AC Improved,11800.272,Fair,768693.318624,32.9770836,-117.1391564,32.977094,-117.13814479999999
876,10431,SS-009317,66.398,DONAKER ST,STARGAZE AV,BARRYMORE ST,313.0144,40.0,Residential,AC Improved,12520.576,Fair,831341.205248,32.9771213,-117.1359035,32.9771419,-117.1348951
877,10432,SS-009318,76.05199999999998,DONAKER ST,EL VESTIDO ST,LA TRUCHA ST,219.0,40.0,Residential,AC Improved,8760.0,Good,666215.52,32.9770805,-117.1398685,32.9770836,-117.1391564
878,10433,SS-009319,76.508,DONAKER ST,LA HARINA CT,EL VESTIDO ST,508.0,40.0,Residential,AC Improved,20320.0,Good,1554642.56,32.9768364,-117.14146299999999,32.9770805,-117.1398685
879,10434,SS-009320,72.866,DONAKER ST,CLAYMORE CT,LA HARINA CT,267.0,40.0,Residential,AC Improved,10680.0,Good,778208.88,32.9768545,-117.1423514,32.9768364,-117.14146299999999
880,10435,SS-009321,51.142,DONALD AV,CINDY ST,DON WY,360.3574,36.0,Residential,AC Improved,12972.8664,Fair,663458.3334288,32.825386,-117.1999558,32.8262962,-117.19981240000001
881,10436,SS-009322,56.136,DONALD AV,BERT CT,ROLFE RD,304.8033,36.0,Residential,AC Improved,10972.9188,Fair,615975.7697568,32.821884000000004,-117.20034,32.822491,-117.19965400000001
882,10437,SS-009323,53.476000000000006,DONALD AV,DONALD CT,BERT CT,469.8705,36.0,Residential,AC Improved,16915.338,Fair,904564.614888,32.820865999999995,-117.20073700000002,32.821884000000004,-117.20034
883,10438,SS-009324,65.648,DONALD AV,ROLFE RD,CINDY ST,1217.9717,36.0,Residential,AC Improved,43846.9812,Fair,2878466.6218176004,32.822491,-117.19965400000001,32.825386,-117.1999558
884,10440,SS-009332,80.76,DONAX AV,15TH (SB) ST,DONAX CT,145.0,40.0,Residential,AC Unimproved,5800.0,Good,468408.0,32.734555,-117.24575729999998,32.5821271,-117.10048049999999
885,10441,SS-009333,77.392,DONAX AV,DONAX CT,HARWOOD ST,127.0,40.0,Residential,AC Unimproved,5080.0,Good,393151.36,32.5821271,-117.10048049999999,32.5820084,-117.10013959999999
886,10442,SS-009334,72.908,DONAX AV,HARWOOD ST,16TH (SB) ST,196.0,40.0,Residential,AC Unimproved,7840.0,Good,571598.72,32.5820084,-117.10013959999999,32.734555,-117.24575729999998
887,10443,SS-009335,53.238,DONAX AV,16TH (SB) ST,THERMAL AV,765.0,36.0,Residential,AC Improved,27540.0,Fair,1466174.52,32.734555,-117.24575729999998,32.5819845,-117.09702
888,10444,SS-009336,54.942,DONAX AV,THERMAL AV,18TH ST,660.0,36.0,Residential,AC Improved,23760.0,Fair,1305421.92,32.5819845,-117.09702,32.5819911,-117.09486310000001
889,10445,SS-009337,79.218,DONAX AV,18TH ST,SATURN BL,661.0121,40.0,Residential,AC Improved,26440.484,Good,2094562.261512,32.5819911,-117.09486310000001,32.581995899999995,-117.09267609999999
890,10446,SS-009339,73.036,DONAX AV,27TH (SB) ST,DAHLIA CT,107.0048,36.0,Local,AC Improved,3852.1728,Good,281347.2926208,32.581626,-117.096249,32.581290700000004,-117.0749844
891,10447,SS-009340,76.258,DONAX AV,DAHLIA CT,MADDEN AV,1040.0307,36.0,Local,AC Improved,37441.1052,Good,2855183.8003416,32.581290700000004,-117.0749844,32.5812923,-117.07158159999999
892,10448,SS-009341,91.0,DONAX AV,CITY BOUNDARY,14TH (SB) ST,195.0,40.0,Residential,AC Improved,7800.0,Good,709800.0,32.5822881,-117.1124108,32.734555,-117.24575729999998
